5000 100000
2709 3677 33
4488 154 20
1231 627 14
1485 1844 23
459 4813 27
851 3377 21
1023 4353 14
3404 3726 21
709 1475 12
4836 3462 50
3539 2171 49
4048 2463 39
1225 1529 49
2617 2877 5
4011 4714 44
4866 3057 31
2185 351 45
2721 3624 31
2623 1307 25
4129 3340 18
7 2007 48
3127 2155 12
2613 4076 5
2678 3678 44
2952 3413 17
365 919 33
1875 4984 35
736 2830 4
2277 3959 48
1345 256 42
4307 4818 40
1553 1332 42
4794 4197 23
3540 1408 6
974 3344 42
2507 1310 49
1233 1944 7
2407 1741 2
2847 3542 44
4429 4755 42
4743 185 42
4586 4009 47
3176 2142 12
861 3547 49
3259 3511 8
4368 3065 48
144 1393 20
2821 2290 22
2488 2570 48
4080 4547 9
81 1734 46
3535 2789 39
3134 4352 19
2818 1479 45
2830 1865 3
702 2178 26
44 199 45
4940 1081 40
2556 1214 38
1436 436 2
1751 3334 9
4310 1059 3
3526 1390 3
4267 1963 2
197 1076 13
1013 4588 30
4536 1843 17
441 3769 4
2416 4866 44
2770 2349 47
4154 4543 34
2792 3426 17
673 4128 43
4896 2281 7
2298 2453 12
4651 271 30
901 1972 20
1374 3161 14
3174 3632 39
474 4583 13
4163 2690 20
4741 64 4
3736 4048 27
1093 2600 4
4491 4303 38
290 4243 49
592 1294 49
3630 4857 46
16 1805 14
507 801 46
1913 3601 39
691 4256 44
2913 3188 43
4 584 17
1738 1157 8
4257 4510 38
375 2784 21
1327 1320 41
4794 3300 34
1148 913 9
4260 1954 3
3386 2280 1
4676 163 30
4638 596 26
941 4605 44
2462 1559 31
1026 1880 43
1280 4423 28
2067 4150 35
601 4313 32
37 4392 18
4804 1177 45
1990 426 41
2216 3333 42
625 4613 12
4543 2112 23
4349 2957 32
3987 2474 13
3533 1850 47
4514 4640 33
4093 1089 26
3353 959 38
4598 2639 18
4995 2912 17
2343 382 45
3956 1284 28
4047 1085 49
1224 2180 44
1790 3507 46
2926 4790 24
2948 422 43
1450 4113 17
2106 2438 3
921 4613 22
274 2243 25
3116 800 48
62 496 3
1976 3566 20
358 919 39
1809 4647 40
1019 3922 20
4316 3437 46
3810 656 16
1665 3786 45
2826 650 48
1183 1755 6
1060 3512 31
3053 3746 6
4879 3140 20
2100 4942 45
2962 786 22
1421 2481 1
2496 3348 38
1877 1071 27
2177 3586 33
4069 2184 24
2897 327 4
2149 2348 18
2771 3384 48
773 3926 16
364 4572 5
4263 809 24
818 4226 48
58 2023 33
3347 1033 9
2018 4811 2
3708 3546 19
1196 2810 47
2215 2316 25
2482 644 47
1445 3482 13
3664 4003 1
988 83 21
4183 3921 39
2242 2378 6
985 2542 41
2281 1509 18
2268 1376 43
3912 1030 44
1439 1795 30
3693 1600 10
2532 411 13
4527 3936 38
2321 465 34
501 2214 7
251 1524 37
2347 1014 16
1257 1557 11
3525 2111 49
227 3265 38
4719 4656 25
2447 4616 16
2596 783 43
2872 4970 33
1541 2071 47
1614 3887 38
3696 4958 1
827 3807 48
1262 1411 44
3332 2166 42
1361 1360 4
895 2119 42
4634 4949 2
4186 2169 9
1172 3843 3
390 1790 9
608 3924 13
2702 91 18
1312 1221 4
853 4407 45
3806 611 24
2452 735 38
2371 3389 18
3723 4067 21
4889 1224 45
2071 4723 45
745 4215 25
2250 3410 37
4284 3798 35
642 2337 50
4404 536 16
3110 3935 16
4550 2990 2
1422 1276 24
369 32 30
3809 2666 12
3004 1745 29
4653 2592 24
1865 2695 2
1147 4778 32
2640 4855 36
2234 3920 37
2576 4262 49
2005 3212 25
1775 1746 37
1939 927 42
1142 1083 14
4390 995 27
4633 1615 14
3802 861 29
3383 2874 22
1686 2762 32
3704 4474 8
2105 3424 39
3804 3054 48
3871 1751 26
2575 2156 10
1893 3356 27
4343 2501 6
4459 2939 22
1185 2615 23
2955 1311 50
3967 1610 39
1033 4533 18
4524 2520 10
2648 4844 50
3063 3128 31
2038 745 15
1625 1954 14
4871 1805 34
368 1632 34
1889 3905 29
19 405 30
4690 3314 33
4227 481 11
1985 216 8
4466 2230 48
1234 190 3
2126 3890 47
4363 3377 4
2770 4310 7
902 4689 13
185 2701 4
1632 3804 31
3722 1411 22
630 744 7
2507 2275 17
3850 978 37
81 2636 49
2782 2330 19
4019 1387 28
3988 4428 35
4406 1589 49
1411 4201 38
3585 3644 9
4440 1997 33
2558 1197 41
4041 2369 40
2172 2826 6
3316 1086 3
1875 393 25
4102 4452 14
3135 4879 18
4917 3706 50
224 2035 15
1134 1969 32
4067 3578 10
1700 2446 22
1012 3724 38
4903 2512 40
4570 456 16
3610 2510 10
1888 308 10
92 4035 23
4976 4162 13
4629 331 9
2486 2175 19
4742 627 32
2581 809 3
4739 1311 13
4781 3286 38
4627 3932 26
3124 3765 44
2884 2643 50
4763 3741 30
3396 2517 42
3101 4514 6
1223 1787 11
2566 3963 28
2911 1462 26
3669 4077 11
4194 4132 6
352 4582 49
2227 1296 49
3824 542 13
3419 114 4
2507 916 31
852 3436 17
3586 4606 44
1112 3902 3
4722 3550 48
4076 1008 38
2156 26 29
990 139 40
4773 4112 25
67 1931 31
168 441 33
2239 1874 47
4816 4792 27
3282 1609 5
4305 659 9
3863 1125 37
4097 2126 7
2700 1494 2
2861 2518 20
4587 3472 20
1481 3223 16
646 3095 33
2782 500 26
4957 4819 13
3843 2453 16
4508 4135 42
3748 4887 47
1574 938 34
1486 2693 22
1697 2901 24
2372 2948 28
3053 1237 32
1565 1852 37
2539 2858 4
4796 1951 6
1985 2658 32
5 1170 33
3650 4963 2
826 755 31
4912 2844 32
1815 163 34
1845 90 41
4374 1184 30
312 4696 9
1775 1158 46
4442 312 17
2495 4250 7
4347 327 36
4664 2940 24
480 3849 28
1475 3037 42
4356 506 38
3203 289 3
4345 195 38
4869 435 27
4905 4754 27
3573 4034 44
2245 4384 44
4139 4972 21
2137 4662 23
3809 2176 16
4328 4932 14
966 4822 16
1187 1367 16
1963 1606 35
1117 1745 18
3620 3061 24
222 1244 40
960 3602 4
4219 1963 36
1000 1995 30
4530 2642 40
351 2118 45
1024 4751 25
3317 511 34
1237 2285 22
2566 2240 35
2527 1805 1
4921 4328 12
2346 1520 47
1554 1094 26
2823 2983 44
3058 3018 8
1017 4021 22
1189 171 3
4138 780 2
4215 2858 32
2048 2740 12
2604 4703 5
2949 4294 44
3157 3067 17
3835 3258 46
3043 2667 40
756 1351 11
1255 4717 30
4911 1043 14
2929 644 38
4744 4064 48
258 1143 9
2615 2704 9
2530 4840 27
3291 2039 30
3305 1081 10
1406 3973 41
2349 2200 27
3669 425 42
1203 2219 47
4507 3794 7
3579 3028 28
3727 1907 5
4827 3226 20
1636 757 26
1330 4247 20
4437 2441 37
4444 2622 41
4808 1509 37
872 3090 14
447 4518 13
3076 2250 2
4282 4602 32
1435 1348 44
4176 748 48
132 2288 29
2366 2865 35
2481 322 35
777 2876 44
2070 4035 7
3656 2575 26
4888 2083 47
2314 560 9
1855 3206 13
3364 1064 22
3265 1134 44
4125 3415 15
4642 875 41
330 562 12
3423 451 32
3146 4913 10
153 484 4
3803 3869 35
3446 4480 38
4854 1051 44
142 3540 46
127 1790 45
2595 2318 14
3247 4563 23
4010 563 6
3147 4613 28
1846 1391 29
1330 1534 6
3291 1594 12
1928 2711 41
491 3720 15
2169 1116 48
4590 18 42
4484 4545 31
601 3163 48
590 2588 3
1055 1476 3
3274 522 50
774 1251 42
14 3383 13
2351 4650 25
861 2813 39
284 4494 35
1776 2953 49
94 704 6
3421 29 50
1548 4894 22
676 3993 10
596 2771 24
119 4899 14
330 3448 10
572 3933 32
1498 2821 6
4142 4889 32
3428 3906 4
4938 2092 18
3132 2969 34
4149 127 17
4733 2511 26
2724 2188 17
4597 3347 15
2985 1325 13
411 4402 10
431 3036 10
3246 4617 38
3007 3420 10
3556 4082 11
51 2391 34
2366 666 14
4910 2426 13
1626 4692 10
388 15 9
2622 1635 32
1923 2495 44
4595 1276 23
2798 2948 33
2155 4233 10
4965 793 32
2536 319 3
1617 3042 27
4961 1121 15
4030 2776 16
3712 3843 28
3153 137 3
1829 4602 19
3967 1522 40
3067 171 24
1246 4611 14
2066 323 36
3663 2217 41
47 2519 12
2935 2674 15
578 981 24
3311 876 36
2521 4446 7
3807 94 9
1576 4872 4
4399 1362 45
3219 633 10
4355 1937 44
437 2878 4
4389 1520 23
3941 2899 50
3319 533 4
3185 2592 35
2571 4099 17
2737 3896 14
167 1102 1
3487 51 16
4505 3966 13
696 2103 43
3804 987 42
4044 4970 26
2739 3684 6
4690 700 11
4841 1017 14
2304 2588 32
4593 3717 27
2578 1237 14
794 1806 6
3855 1361 39
1172 2365 48
2101 4714 25
37 570 42
1479 3960 4
1862 3166 9
311 3638 1
3411 390 49
2211 3059 12
1084 3339 11
3281 1542 7
1565 3192 25
324 529 49
545 4354 20
2804 916 36
4678 4672 29
238 562 29
425 1105 2
1495 1815 30
2951 922 13
3126 2575 27
907 1032 21
1286 4935 36
2298 4227 41
4620 2295 43
3885 1357 26
4063 1443 4
107 3506 17
465 477 15
2506 1372 41
905 1577 34
802 795 4
671 1453 49
3234 439 39
289 4282 18
3082 1905 7
1225 1585 40
3344 1203 49
4060 259 42
510 4798 2
1656 153 27
992 4533 22
1 630 20
3890 4972 40
2413 4224 41
48 2848 34
4239 4677 3
2151 3188 36
3688 4842 19
1682 1990 30
3042 158 18
1831 1583 45
3307 4468 29
4231 1057 4
135 744 45
2572 3537 24
4483 1329 20
1735 4136 9
46 475 5
3908 853 39
586 746 31
3240 4666 31
3640 1768 2
1846 2181 6
2881 2434 5
4535 1418 47
1448 2957 5
3139 4251 3
4661 3884 50
3228 3998 34
4454 2924 25
1351 2359 21
1119 3870 27
2543 50 25
2507 3877 31
43 1624 15
1014 392 4
2257 930 10
3025 147 6
1941 1743 20
4825 3489 35
4685 955 43
4394 2225 14
4973 2058 3
1070 4109 25
2872 2937 30
4466 1113 49
1804 3463 13
1498 1130 19
3619 2765 44
339 257 6
1067 43 42
4199 1662 39
4785 2978 48
3190 3474 49
2857 898 9
626 4301 48
3115 4237 38
4343 3460 1
4723 2382 27
1030 1123 30
485 4592 11
2096 1099 2
4068 4369 36
911 3052 48
3018 4346 41
3048 4571 49
126 2727 4
1981 3747 21
2125 2420 30
1273 392 5
4280 1700 28
3424 2261 20
2792 3253 46
2488 710 6
927 2584 16
2878 1853 31
3513 4343 36
2727 2184 30
2056 1625 4
879 4589 31
4473 2171 49
3625 2093 12
2258 1418 26
1193 4804 41
4115 1120 36
3092 25 43
3503 4552 14
4980 4662 33
3709 4340 24
3971 4617 2
2265 899 2
2683 3371 22
4705 3326 29
3078 413 11
3630 615 20
3009 4086 28
3002 3592 33
3038 1442 21
662 3832 12
3323 1241 19
673 2799 3
343 420 12
868 155 36
215 480 42
3155 4631 20
4031 3895 21
3651 4816 50
1002 439 44
838 4564 50
862 1254 49
2439 2911 14
366 81 44
1752 4309 40
2839 4564 41
2026 4184 13
4050 103 21
473 283 50
4727 4733 17
186 1696 50
4677 338 19
3892 2863 22
4980 4133 35
3887 806 41
3556 4164 50
3353 4326 26
257 2486 32
1835 2010 40
4285 4407 18
1563 4943 41
1 3515 43
4822 1088 26
1973 2016 38
1996 91 43
4142 3384 3
802 1805 21
1108 1423 45
3744 1334 9
1652 4814 15
4302 4616 36
564 3786 43
1032 3569 5
570 1251 7
2376 881 47
180 1576 29
1949 777 24
1683 1459 3
1194 4735 45
1790 393 35
3345 4376 44
2878 2220 27
2360 137 28
3932 3939 40
3334 4332 37
532 2362 34
1141 4637 3
2120 1196 34
2645 3475 43
823 3301 26
3180 770 19
4906 4370 33
4101 1920 41
3800 1037 32
4283 1521 17
3504 3564 14
440 4452 42
4167 2809 15
3366 2579 12
1860 1678 6
4670 2828 20
494 3919 13
2525 4735 35
3727 1120 50
1050 2140 22
3160 1963 14
1231 3711 12
754 640 17
1052 2928 1
643 3617 25
2482 1360 13
2419 1229 22
555 1826 31
771 737 28
3422 498 18
2140 3083 3
220 4850 12
1498 1868 48
2278 4708 14
1270 2189 16
890 4028 8
4680 1531 32
3215 2658 4
2397 4001 40
4835 4613 36
942 101 38
3545 2623 42
3530 1024 31
2459 3981 21
107 2686 37
824 4901 25
1102 3108 2
1220 4451 38
1489 2323 35
2928 4788 16
4838 1306 35
368 640 15
1856 2211 20
3056 2033 23
2516 4545 16
4649 1310 35
3342 939 30
1478 1050 19
2633 1580 11
1921 104 6
1550 3095 18
3527 3481 30
2841 1586 13
4432 360 22
1395 2821 26
3017 4304 24
1681 2959 30
1861 1008 44
4675 3401 19
389 1237 33
962 2998 36
2399 1402 2
204 3577 42
3023 1333 13
2791 1637 3
2922 1681 49
2044 2634 20
1109 4808 14
222 3864 42
3283 3683 12
4381 4675 45
1970 3646 44
3928 4148 45
3959 4963 48
2675 4721 20
4174 3751 9
3729 1350 8
4166 367 35
2108 3872 5
3756 4325 39
3140 2196 33
1185 2785 12
4939 125 28
3944 3245 49
108 590 24
1231 2847 10
1888 4997 38
4527 1044 35
2179 2773 36
1325 714 50
1103 401 50
4944 4714 13
3811 4794 45
1 1782 30
2595 4276 37
2001 4391 18
3114 2446 7
470 947 26
168 1713 24
1947 3019 3
14 2418 7
3042 2986 9
1088 1834 49
4310 2363 46
4502 437 43
2780 507 27
3288 552 15
2561 2263 3
666 4359 19
2891 48 46
1021 417 11
3821 2990 47
2239 3976 44
3646 1246 31
1344 4966 36
3500 392 8
618 3817 46
439 2252 11
4110 1751 42
1086 4043 34
3953 1814 46
4851 1302 32
4398 3198 8
4904 1495 5
935 994 6
4736 3302 2
4026 3049 1
4047 4652 29
2585 1189 19
2733 4025 32
1485 4852 18
70 2577 49
2041 4876 46
3450 2145 19
4047 1213 13
996 464 37
4470 2368 11
2768 355 24
4628 1861 34
1208 1890 48
534 1713 16
767 1993 3
300 1396 15
4923 156 6
1935 1263 30
1521 2679 43
3330 162 9
769 4612 47
2909 4853 11
4602 4743 30
2033 4270 17
1654 2018 49
2416 4807 29
778 3064 14
2296 4879 22
1908 2336 44
4957 3267 37
4237 3276 18
3751 2782 12
1512 2754 15
82 213 12
3449 4960 29
1360 4248 4
4143 3053 43
2731 759 7
2900 3816 27
2084 2759 25
4354 2955 40
4696 508 6
4955 1361 24
4341 1323 19
3964 2836 7
3742 3213 22
3656 4208 12
1509 4379 16
355 4297 32
3944 1811 9
2044 1478 43
4744 795 27
4564 727 18
3942 4008 15
1032 2083 2
4972 2264 8
931 4987 25
3197 965 14
989 4455 21
4610 4681 16
587 3545 30
1039 3367 40
4519 1293 19
2941 1114 38
740 3247 10
2734 3756 29
717 1340 19
4918 3050 4
1289 1307 18
1587 3599 36
212 3704 11
3343 1751 46
4941 1639 21
4568 105 3
421 1679 19
4805 4309 19
2059 1361 47
158 3771 3
3999 2506 40
4963 1323 19
585 1445 8
4713 1533 36
1730 4182 19
2785 4419 41
2785 4169 24
2397 2833 6
3363 3755 28
3114 2666 19
1207 932 42
4295 4243 22
3332 172 8
2249 621 31
488 506 27
963 1917 27
278 1062 37
557 3674 20
4433 4672 49
4420 1537 40
4335 3273 7
3745 4958 10
2740 3851 28
3700 2380 17
3037 1210 31
2943 1710 30
3233 1950 4
3602 1406 18
447 3453 24
2897 928 9
4318 2056 28
524 4494 49
2847 4242 46
797 1274 2
3915 2788 36
2285 1108 11
922 4724 27
1354 1754 49
1006 4808 43
4121 1063 13
4914 4534 49
4659 343 20
3851 3093 45
3995 4513 49
4391 4101 38
1224 1876 18
3752 2634 29
1153 1105 24
263 3355 28
3430 2460 4
290 1004 44
4607 4724 4
4075 4838 37
2280 2405 50
803 1020 31
823 1239 27
2469 726 34
62 4312 31
4781 1712 47
3138 481 29
2632 1447 13
2679 1248 28
3648 2459 12
1074 134 19
2366 4548 15
560 4740 16
1863 3308 11
4894 14 17
3433 1189 38
569 1405 7
942 796 48
993 3772 41
1206 4777 28
4488 4159 1
1567 403 8
4248 2308 34
4186 1970 9
2416 3509 40
1243 1077 3
661 2252 42
2441 3182 12
374 3324 46
2102 2338 40
4588 1707 5
1442 2067 14
2794 4573 5
2365 1838 14
965 3224 12
666 4166 22
3982 3210 6
3401 3966 14
4389 2884 26
1389 123 46
3528 329 10
2266 101 30
1873 2174 7
2264 1984 22
4199 1639 20
2802 4753 45
1336 176 4
1249 2428 31
2540 1606 49
1772 263 34
1477 4668 21
1196 469 42
4246 3056 13
1333 4001 23
1721 1983 4
3764 2570 19
833 1514 28
2056 3131 47
2776 4858 3
3642 3473 15
551 1246 44
4355 3298 34
4790 3994 24
4111 3325 28
781 2963 4
81 3418 18
2932 363 32
210 4146 44
4935 3723 22
718 4132 46
4936 359 44
1143 3729 1
3599 34 32
4564 517 23
1954 2864 2
1751 4259 35
739 4622 5
3858 751 23
2227 2072 12
3378 2026 10
3671 4511 2
4255 2287 8
1264 4136 46
4904 2459 47
4024 862 34
2561 1054 32
3637 3502 14
634 664 3
1240 2942 39
4800 2752 44
2112 1843 21
3446 4345 49
4664 2972 8
2783 3828 40
1972 4852 41
681 3851 14
4657 2452 19
1321 2619 16
890 4744 24
3784 264 15
244 3956 7
794 1393 27
2945 1373 18
1725 4086 44
3403 29 13
3535 2663 46
1553 2298 2
4296 2840 42
156 1417 41
653 1207 3
4149 2892 5
188 2611 42
115 4442 46
4998 668 15
2674 3662 35
3586 2097 43
1810 3546 22
1972 2038 39
2659 1959 33
2878 4493 9
3430 3211 29
49 3175 28
4424 4691 28
2471 2484 43
4140 2865 30
4413 2588 6
1659 1200 6
1954 4658 27
4586 1621 33
1617 1161 22
4628 2357 47
4254 697 40
2070 4873 43
3606 3144 47
2600 1199 12
1227 3025 48
4998 2831 5
2727 1040 45
4164 4322 46
3562 1442 20
1988 590 48
3774 1975 16
1138 4719 43
1643 3493 2
4216 1317 28
703 1141 15
2937 3197 42
1010 3845 3
3108 3442 8
2585 3336 29
1200 4913 6
3705 690 35
3692 958 31
484 869 43
2494 3008 17
3101 4761 17
110 579 12
111 1705 44
2675 3862 17
590 1650 33
4501 3749 49
3536 4810 10
784 3797 6
412 643 17
1151 1794 14
4209 1127 8
2415 2633 25
2886 192 23
545 2661 45
2637 947 41
1815 2398 38
2727 3909 21
4177 1722 13
1587 314 24
4884 797 48
2018 2373 44
3460 1690 9
1728 2470 8
2287 1677 32
4828 630 29
4957 4326 26
2035 3744 10
953 185 7
2119 464 49
1922 4358 29
2925 4216 26
4745 1264 15
1549 1428 32
4670 2518 10
4966 1346 10
1965 465 50
4947 3227 12
2668 1761 6
3291 189 34
379 180 47
3272 4842 33
2792 1826 32
798 1268 47
2809 111 20
4283 4839 38
2888 3341 7
525 2605 15
3046 4457 31
3972 369 34
3993 2218 14
767 3518 13
4293 3554 27
2594 2995 38
1256 3890 3
4370 4454 1
4716 1378 25
3104 743 38
163 849 21
2995 4716 49
2356 482 49
1283 1054 28
4126 2153 17
745 4764 48
3760 1942 27
2612 4323 21
2307 3990 12
2110 1637 23
2615 3521 27
438 3833 33
9 2745 28
1560 4128 42
373 667 1
2568 3541 11
984 3343 31
434 2684 48
334 3498 28
2026 1375 6
3706 239 17
4294 3700 12
2144 731 33
1998 403 10
4358 1775 48
2929 713 48
1875 1625 49
4990 55 34
4361 308 14
4983 4239 31
4037 4721 46
4708 47 31
926 3646 46
302 1867 48
3411 619 21
3424 1359 5
2107 356 25
3564 1637 17
2182 2593 10
3762 124 5
1341 2700 7
229 2832 49
1167 2295 22
432 511 49
2914 480 31
2878 4668 34
947 4058 34
4580 2675 44
4122 2820 33
1837 4793 37
2140 4755 20
0 85 10
1085 2627 33
107 3283 2
4451 3601 11
2465 4151 44
2531 1642 10
3517 890 10
4553 1940 42
981 4837 28
1588 460 38
3507 1390 7
585 1051 2
2123 2734 37
2301 4085 44
3625 468 19
618 2263 10
3193 1923 22
4890 2032 27
964 4077 42
564 1945 44
57 3774 25
4458 481 24
3002 4788 44
2100 1134 4
3268 1767 25
2467 4956 38
3151 97 35
640 3394 42
2270 2192 39
2944 3287 13
