1000 5000
51 494 15
370 894 18
163 320 8
604 808 19
446 910 16
614 680 19
823 543 24
201 881 21
486 726 26
868 879 2
22 220 11
835 92 27
991 597 12
659 560 5
947 356 15
243 374 26
705 908 29
965 341 8
658 453 27
503 654 3
160 770 30
683 158 2
607 247 29
652 897 16
361 303 27
812 381 23
251 398 22
153 438 30
728 990 28
389 251 15
607 686 11
889 694 19
169 132 17
135 990 18
125 380 21
133 322 6
883 241 27
792 566 9
930 941 30
359 710 11
921 22 11
402 359 18
457 136 9
730 262 14
216 900 26
558 931 12
408 797 19
102 350 27
378 366 25
42 792 24
408 791 25
336 684 21
446 616 7
511 827 26
20 120 9
913 983 10
936 570 18
969 883 7
518 665 6
526 528 5
437 126 20
515 854 6
788 228 30
290 653 3
259 757 12
406 499 3
186 20 7
868 877 9
686 683 26
183 254 19
560 162 29
709 299 1
55 664 18
536 421 11
242 829 26
492 493 21
102 121 18
471 49 19
714 977 23
309 486 23
867 209 23
411 166 18
425 12 13
89 498 4
461 87 30
28 969 19
972 462 8
184 458 22
426 65 1
435 270 24
130 742 27
153 529 13
192 921 8
418 374 19
779 637 9
871 506 17
13 804 6
70 861 21
879 513 23
905 810 29
907 630 24
709 478 28
243 670 23
8 835 29
630 89 10
497 119 12
206 193 12
384 314 23
163 242 9
295 724 16
87 315 1
829 634 10
771 773 1
111 48 29
716 545 11
586 847 23
681 897 25
64 907 4
891 844 30
905 72 7
645 958 7
697 731 8
246 485 17
765 630 6
364 858 2
559 578 30
939 366 3
137 909 17
299 708 14
611 553 3
301 688 11
600 183 11
404 497 10
86 315 12
432 210 16
554 1 25
29 32 22
315 661 22
718 302 13
149 169 25
964 158 18
372 680 18
397 431 11
736 88 6
674 685 2
729 773 14
371 345 28
396 223 22
359 146 14
591 156 21
448 526 23
731 354 1
327 595 2
887 743 4
976 639 1
769 183 3
793 389 27
927 899 16
744 305 5
727 173 20
955 767 16
777 992 12
329 744 18
164 793 25
489 35 27
662 133 28
659 154 27
192 435 15
128 295 6
158 103 15
382 373 11
528 697 20
620 266 12
443 4 3
617 792 16
852 93 19
643 552 30
160 946 9
249 181 1
542 432 1
773 637 4
705 586 6
650 51 7
702 14 14
939 289 3
185 956 17
172 291 27
821 903 20
948 529 25
387 525 20
849 697 28
262 759 11
268 694 1
630 904 22
929 178 14
215 895 27
83 408 9
197 677 7
941 15 28
634 587 26
715 416 30
565 985 4
302 360 29
306 744 16
99 413 30
113 279 9
317 215 15
52 878 21
597 95 7
24 614 19
516 444 23
87 552 15
216 191 13
237 93 12
946 772 5
293 296 22
148 531 7
330 548 18
477 294 17
882 192 16
438 926 1
895 339 7
415 223 4
876 242 9
400 993 26
121 91 1
130 461 24
909 816 19
978 607 5
715 923 7
892 824 3
527 514 1
101 865 23
398 681 22
473 479 2
248 344 21
741 807 19
740 848 18
155 231 22
49 476 11
947 130 29
396 749 1
306 360 17
708 951 24
390 620 27
197 520 14
199 864 19
98 364 12
482 71 19
841 473 20
541 66 2
717 786 13
219 571 15
850 497 6
717 422 24
306 395 5
120 979 3
323 140 15
879 550 2
922 276 5
806 295 21
580 761 29
133 523 2
366 171 21
851 136 27
807 162 10
188 861 14
670 846 3
551 763 12
600 139 8
586 585 29
512 212 2
503 848 17
235 417 1
781 522 21
725 501 5
858 918 9
121 521 15
494 599 3
844 112 5
564 327 7
749 176 10
860 299 9
103 992 4
430 551 8
121 90 4
694 156 13
220 562 26
366 358 30
917 343 13
933 310 12
330 989 7
465 337 3
0 156 2
301 666 21
506 762 3
872 400 21
834 255 5
917 674 5
896 102 28
826 127 8
268 705 10
593 650 30
468 687 2
868 92 27
165 576 24
360 692 22
936 283 9
125 327 12
380 828 5
907 442 15
60 366 23
481 245 14
931 674 24
815 238 20
612 247 30
832 740 19
212 114 14
148 271 8
572 866 3
233 247 11
552 748 27
887 442 27
299 182 21
360 743 6
342 758 25
604 813 27
311 301 10
986 96 15
706 642 12
55 768 29
720 730 28
986 142 15
604 103 24
890 948 17
795 981 2
274 546 14
894 34 23
345 509 16
287 683 13
859 677 15
505 742 20
742 730 26
612 43 7
104 345 3
225 459 3
828 680 1
279 832 1
988 13 9
662 953 6
577 764 22
406 186 22
204 622 11
538 572 28
939 261 22
629 280 15
980 782 5
265 980 5
866 253 28
548 385 18
461 115 16
745 433 7
468 869 8
395 98 24
213 111 13
287 706 4
145 682 20
289 587 25
187 482 19
423 148 8
891 232 23
606 455 13
487 606 22
906 436 8
416 699 8
689 817 23
502 716 29
678 338 5
296 257 4
362 68 19
830 142 30
436 957 6
630 128 22
18 531 22
459 254 27
843 444 27
869 427 5
294 343 8
383 182 29
465 592 29
143 838 12
850 673 8
822 270 15
99 101 29
386 424 1
204 6 30
46 770 14
714 466 22
186 369 30
484 86 19
746 963 25
674 591 18
799 820 29
415 390 4
216 420 6
682 84 10
962 919 28
535 680 30
515 352 29
271 372 19
361 279 14
715 143 8
942 730 21
246 172 16
860 568 8
299 464 30
294 13 27
663 517 15
362 920 4
138 631 6
280 38 17
896 373 21
502 63 4
224 841 18
933 815 21
977 132 6
775 588 23
206 718 25
555 496 24
232 249 9
570 54 15
748 330 5
666 929 17
975 295 10
96 75 12
976 951 12
578 671 10
467 207 13
933 780 8
973 359 7
969 497 14
294 666 2
653 981 26
800 546 15
601 939 13
444 538 1
417 118 15
265 338 20
504 922 22
913 21 1
599 969 15
409 161 1
971 451 15
118 234 11
581 963 10
98 354 27
809 145 29
654 650 20
916 997 1
498 539 29
104 473 18
489 686 28
366 466 30
942 309 4
293 665 22
131 281 6
950 409 14
389 696 16
316 861 25
375 452 24
669 675 11
612 742 7
658 38 2
788 480 25
584 175 9
552 472 1
283 985 14
707 658 14
710 752 24
89 725 10
400 174 10
789 208 6
694 196 1
448 461 13
177 267 9
808 422 17
932 904 21
192 200 11
814 316 24
169 15 22
438 971 29
23 616 14
204 717 22
204 180 5
711 553 18
936 451 14
215 366 29
479 842 4
283 62 23
117 178 9
414 305 22
295 309 8
451 715 14
361 895 15
688 894 26
132 824 22
269 504 25
733 637 18
231 85 28
369 175 19
279 689 4
649 277 19
52 577 19
597 772 23
767 55 2
935 390 18
509 423 5
236 906 8
653 105 15
641 204 13
394 814 5
777 863 23
496 65 26
634 242 1
868 995 7
832 123 10
727 328 1
886 484 11
237 664 22
778 624 6
639 574 19
902 490 7
643 489 7
373 404 11
247 443 5
312 368 23
341 606 1
144 753 7
482 277 3
974 772 8
908 267 27
223 813 3
465 925 16
925 451 6
722 621 21
311 833 22
195 78 2
293 718 8
574 33 17
496 827 29
143 472 15
566 359 6
312 393 24
411 649 11
220 199 28
111 502 27
251 646 22
297 574 8
971 848 9
50 855 10
669 743 13
830 351 21
386 240 10
779 303 9
751 846 15
135 101 18
472 379 27
907 250 10
867 241 24
424 461 11
728 631 5
62 697 19
29 644 6
871 989 16
398 731 21
413 497 7
183 690 14
467 316 11
312 884 28
477 353 15
206 435 30
463 655 19
608 502 12
727 920 9
240 302 22
56 59 26
911 311 13
615 686 16
790 345 19
126 150 24
635 47 19
663 48 20
731 236 19
243 464 3
350 833 23
691 28 28
491 398 12
920 200 7
921 101 12
126 106 6
323 183 30
93 584 10
261 508 7
81 545 2
370 832 14
681 778 9
906 810 28
39 552 22
276 202 11
605 611 8
901 943 11
482 65 4
813 382 9
115 732 15
788 262 7
935 945 25
593 60 29
680 929 24
508 137 13
831 607 7
685 433 5
14 177 21
834 629 7
572 535 19
880 602 20
674 930 5
573 626 21
274 614 15
254 892 7
733 903 10
620 783 26
53 879 20
936 591 6
782 376 10
731 288 8
664 665 9
275 672 1
821 34 24
336 381 12
84 647 1
797 341 28
628 500 4
536 336 3
635 823 21
259 681 27
689 682 5
979 658 30
491 313 28
435 491 14
116 782 24
860 326 13
659 482 5
733 708 27
131 10 29
390 900 14
923 449 25
182 304 22
290 119 20
199 560 12
274 850 11
261 537 7
253 784 8
259 917 3
718 553 26
921 958 28
631 409 15
103 763 24
501 924 17
656 931 25
684 476 19
857 9 29
777 878 12
979 745 14
629 545 3
498 96 3
369 943 9
443 119 13
110 229 1
645 70 29
800 792 1
780 438 16
204 226 11
829 300 9
244 548 4
703 666 16
540 734 1
520 581 9
529 749 9
407 205 7
755 1 27
516 808 23
469 755 8
785 465 16
759 29 29
551 307 3
806 521 21
188 339 13
134 506 1
738 145 19
158 791 13
630 746 4
207 149 16
63 60 27
93 927 23
606 2 19
636 829 18
21 784 27
462 435 29
334 678 6
329 741 25
562 802 16
823 71 12
981 675 11
678 4 6
689 37 14
887 802 2
4 109 17
348 632 25
664 172 18
986 851 1
667 490 26
968 904 25
251 596 5
99 374 11
231 508 2
561 847 11
95 573 24
979 557 26
609 617 22
901 966 11
856 1 1
76 960 18
246 478 11
944 857 17
521 513 23
638 987 2
794 876 5
396 652 7
772 389 7
245 238 24
792 61 6
4 458 20
781 721 15
700 708 15
184 849 23
599 711 2
492 65 30
305 841 12
812 676 30
635 601 22
215 676 12
582 659 20
570 114 8
242 570 9
503 305 10
307 10 28
696 269 6
49 412 23
898 293 3
60 550 19
982 245 24
833 256 29
982 508 10
904 298 2
333 749 9
758 369 7
29 309 23
553 883 10
701 358 2
754 803 25
737 377 26
851 505 15
306 421 26
643 941 1
603 35 13
829 70 8
701 327 19
452 507 28
672 918 12
182 196 3
34 967 10
520 675 12
526 744 3
311 224 5
312 132 15
979 687 28
787 505 12
890 152 25
20 670 24
759 604 14
663 44 21
458 5 24
519 213 9
613 344 1
2 745 24
928 886 25
303 202 10
530 510 19
131 493 6
685 640 24
947 343 15
511 693 4
182 435 30
906 52 11
83 714 29
180 929 7
263 951 20
804 59 23
56 168 26
656 418 30
856 742 23
635 228 1
114 101 17
556 102 18
833 659 11
228 196 8
173 353 23
281 433 25
797 354 1
281 454 9
649 40 2
431 691 2
644 891 16
623 785 23
295 884 26
971 107 25
438 588 7
220 53 20
384 275 15
225 897 11
165 241 8
538 580 2
557 708 9
702 862 7
308 463 26
726 716 25
168 217 25
440 474 24
404 351 3
758 306 10
922 741 6
489 652 27
38 7 19
884 579 22
49 386 24
77 154 9
635 714 12
406 836 26
21 425 21
689 246 3
637 72 29
997 888 11
898 309 21
673 799 21
456 905 19
860 782 18
297 342 12
907 332 20
629 330 15
796 218 22
984 402 18
95 846 25
200 372 21
62 477 26
169 559 13
56 869 2
497 747 27
895 540 5
118 276 14
127 787 17
531 983 4
272 926 25
749 340 20
453 375 23
337 799 19
824 261 2
699 483 12
208 347 11
556 231 8
249 871 18
250 731 15
528 664 15
483 817 14
23 81 18
455 882 23
208 992 11
475 912 4
262 263 6
800 477 6
909 653 28
347 276 4
990 407 10
586 13 13
830 334 22
993 913 20
593 243 3
303 138 29
950 537 29
647 108 19
330 546 24
446 887 15
47 864 19
203 674 2
554 744 15
299 271 8
620 957 13
110 539 3
159 335 3
647 840 7
725 297 9
284 973 8
537 705 21
855 11 24
786 125 19
944 955 30
661 887 25
461 949 24
219 928 15
846 447 22
635 613 20
436 990 5
341 334 21
841 288 30
324 32 21
873 421 18
141 798 3
716 389 27
835 518 22
767 736 1
55 124 25
555 803 5
799 725 16
128 953 16
28 640 28
860 885 28
233 246 10
676 915 6
34 772 26
233 510 9
294 644 7
822 151 29
707 159 16
413 276 15
460 310 16
139 217 11
229 897 23
898 385 11
688 310 27
299 914 26
385 364 14
31 707 22
579 975 21
455 237 26
196 200 8
289 227 30
630 474 19
982 321 28
67 54 14
926 41 14
339 68 19
106 561 4
964 554 17
593 837 10
850 739 22
87 272 16
141 156 21
235 387 5
40 68 15
214 489 3
782 607 7
23 280 15
131 923 11
702 677 19
768 665 25
99 221 23
387 278 3
259 531 13
41 342 27
697 250 24
857 99 20
430 223 19
483 692 22
475 420 20
470 217 2
284 144 27
946 105 3
659 881 30
468 143 30
172 994 22
891 131 6
792 817 10
766 779 8
886 192 19
470 683 17
277 328 17
49 945 3
629 692 4
337 235 21
626 19 12
24 203 21
799 560 8
984 82 20
561 660 23
703 660 3
925 664 29
287 224 7
34 582 22
87 204 10
942 188 30
510 880 9
142 942 12
933 265 2
77 524 28
578 153 22
40 66 7
870 612 14
481 290 8
837 38 12
941 448 2
221 145 12
434 384 19
269 590 19
212 430 5
6 955 15
447 868 22
772 600 21
899 285 7
902 555 5
31 771 28
881 414 11
604 796 16
456 164 12
828 310 13
913 293 10
572 648 27
525 366 8
769 110 4
370 440 28
481 805 27
9 588 18
542 593 30
691 141 2
451 906 20
671 383 5
975 896 1
471 252 6
901 755 13
44 653 17
801 488 23
261 937 14
956 597 4
377 252 28
976 1 22
706 523 10
751 157 21
524 448 26
359 747 21
641 462 21
973 272 6
351 156 29
873 925 25
997 715 11
500 372 20
123 193 9
287 205 16
658 448 12
345 549 5
795 827 20
910 704 19
854 355 26
589 252 25
973 168 24
811 58 16
933 616 15
270 620 7
532 625 14
498 739 28
882 656 25
549 475 2
941 605 8
999 947 17
60 92 9
313 857 29
864 501 10
42 328 10
105 81 15
478 299 26
658 613 8
375 30 25
945 447 30
542 932 2
526 635 3
307 885 21
10 118 21
786 87 13
720 802 6
555 484 14
266 593 19
413 955 25
917 60 20
418 340 3
270 685 4
626 693 30
135 530 25
998 725 24
899 537 30
879 175 5
461 278 2
276 548 14
256 80 6
266 482 14
407 805 24
18 727 14
430 724 18
649 963 9
411 995 19
668 243 11
867 539 25
41 429 26
481 959 23
868 431 4
921 562 1
826 382 16
267 427 16
577 820 3
373 161 9
241 707 24
551 621 25
474 178 30
169 996 30
952 927 16
729 676 11
86 93 19
10 847 11
808 945 20
448 707 7
842 360 12
271 928 24
397 479 20
101 628 21
210 408 5
286 707 17
693 833 23
146 403 6
287 948 8
782 53 8
597 861 14
39 85 24
178 934 10
438 758 10
172 353 29
15 882 7
693 432 9
239 761 20
392 506 23
620 512 15
971 460 27
680 977 30
767 307 15
177 97 16
810 555 17
609 243 19
571 980 27
211 56 1
725 34 24
120 369 3
831 114 28
406 586 16
64 46 7
930 841 5
963 288 28
211 840 11
697 449 15
954 501 28
119 364 10
681 931 29
578 39 17
477 217 22
179 395 11
456 771 20
209 813 19
62 451 30
629 816 16
41 987 27
381 498 12
570 227 22
747 104 13
761 758 10
426 667 24
112 305 21
163 290 28
827 85 10
146 482 13
141 557 17
785 84 7
773 417 12
392 20 19
552 695 22
74 713 5
906 187 21
600 255 12
782 350 25
183 372 15
220 743 29
851 624 21
389 703 17
769 909 10
625 732 29
222 651 10
381 161 23
464 134 30
755 581 21
128 55 22
272 713 19
332 656 23
277 41 9
590 262 25
230 415 8
971 640 3
744 165 27
859 247 23
980 979 18
490 772 21
530 886 26
169 126 15
968 574 2
187 52 8
60 339 22
653 967 28
411 184 5
21 118 18
384 348 27
228 670 1
977 398 23
798 799 24
787 8 2
410 733 22
703 837 17
654 764 13
487 135 15
601 958 2
812 117 29
429 311 10
396 437 13
9 739 30
148 17 5
86 112 28
90 808 3
453 187 12
675 734 30
609 349 22
375 146 14
165 712 20
825 525 26
50 836 19
509 471 9
182 723 9
488 450 9
290 909 28
763 329 1
569 216 15
291 911 17
551 814 26
850 624 30
801 605 20
417 907 14
628 421 14
543 565 19
401 387 15
7 677 25
880 644 4
761 588 7
355 859 29
249 554 14
163 581 18
620 124 9
981 690 24
602 317 17
360 367 26
599 826 20
869 340 3
307 507 30
996 845 14
490 346 18
170 49 30
696 646 17
937 740 23
928 739 20
209 721 8
607 713 28
484 693 26
164 25 6
205 429 13
14 142 3
363 732 8
767 991 25
423 43 2
919 72 12
372 482 2
430 969 14
387 930 3
843 442 30
288 173 20
357 423 24
980 341 8
235 882 17
442 547 23
110 548 1
677 352 2
555 716 16
198 630 18
839 511 30
615 26 3
273 141 11
85 98 27
610 955 23
86 201 5
382 561 16
929 274 29
247 191 12
156 842 30
628 817 5
30 524 6
782 389 10
136 944 7
306 707 4
979 891 29
844 683 24
608 16 25
842 336 23
736 352 8
46 131 21
636 164 26
413 415 16
292 868 20
839 203 6
577 964 19
773 819 27
639 426 18
866 987 20
797 944 30
281 180 4
122 288 13
728 474 10
792 250 1
131 508 6
657 154 10
865 308 30
722 609 26
145 527 22
214 612 27
223 829 14
912 537 28
818 151 25
324 840 25
827 631 13
38 459 19
897 593 7
645 98 21
871 742 19
981 758 28
663 897 28
519 497 23
376 566 26
382 866 19
965 790 9
321 872 19
309 70 11
858 467 10
111 64 12
869 124 8
228 244 3
384 704 20
34 710 29
484 694 1
119 647 19
247 644 22
732 107 8
214 898 17
568 871 6
178 484 22
2 394 11
453 642 20
269 603 17
678 156 6
299 821 12
513 460 27
190 256 14
972 897 3
913 758 14
77 465 4
951 502 25
407 183 20
437 258 5
826 858 25
53 247 14
38 175 10
553 94 26
966 355 5
742 714 16
269 414 11
195 164 28
278 479 22
518 114 7
274 438 24
234 135 23
633 363 24
990 843 19
347 653 9
442 282 25
417 724 19
340 257 25
403 76 24
33 141 30
176 181 11
804 606 25
714 501 15
842 973 13
570 528 21
58 761 5
706 644 18
819 18 8
33 609 15
528 171 15
931 100 24
445 36 7
46 380 3
219 245 19
80 713 20
477 471 15
67 534 3
788 682 11
137 7 27
265 454 26
86 497 23
269 358 23
330 697 28
12 130 8
322 327 6
789 516 9
147 567 30
955 300 28
311 297 13
155 970 20
71 285 24
390 289 27
663 411 29
435 385 4
211 663 22
427 482 24
927 632 2
359 420 19
888 822 2
412 419 11
909 803 14
650 938 3
924 936 25
968 159 30
879 498 3
690 657 11
782 7 15
982 783 6
816 793 8
262 403 30
206 346 1
210 848 17
367 162 3
443 131 17
980 799 30
244 401 15
7 113 6
540 600 28
826 70 2
958 874 27
206 314 12
967 867 6
976 352 17
874 47 17
195 377 13
569 56 12
0 499 20
998 678 15
827 712 12
189 267 28
331 617 16
890 323 18
918 904 4
350 51 23
879 251 22
738 534 8
841 140 10
204 459 2
642 958 24
584 177 2
505 577 17
606 363 30
638 601 14
587 378 28
669 953 6
667 332 5
450 452 1
382 863 26
609 325 30
946 972 4
272 481 9
757 727 15
294 520 27
682 233 11
35 25 9
188 788 4
311 768 17
556 668 24
213 155 30
372 561 6
779 933 13
54 639 5
145 935 30
267 414 19
348 616 1
353 129 20
181 797 27
13 923 11
139 937 14
357 542 26
872 730 3
559 140 13
647 766 10
41 743 20
101 815 3
253 233 5
671 339 22
318 474 7
615 256 30
329 413 21
39 978 22
863 532 17
86 362 18
125 173 7
788 40 5
985 286 11
838 91 8
471 114 14
226 925 26
101 345 4
484 891 4
425 785 2
493 84 13
496 82 29
195 193 18
484 302 19
82 633 19
95 277 8
310 59 5
126 824 25
850 869 10
894 177 28
103 513 13
533 448 19
967 582 2
242 991 20
550 613 12
453 987 23
25 16 20
482 174 2
866 696 30
976 409 27
435 522 10
435 561 28
721 275 23
622 494 4
262 869 26
853 766 8
149 464 25
884 430 26
574 738 11
756 82 20
881 458 25
313 251 19
705 894 26
59 31 26
581 674 14
803 65 16
475 198 23
522 832 21
366 189 3
690 281 24
313 450 14
902 177 18
682 835 28
937 184 23
667 251 5
771 697 14
0 782 13
379 266 21
52 38 26
917 558 10
880 748 28
112 202 3
635 27 22
310 579 29
839 780 21
132 6 22
80 430 8
688 544 12
353 854 16
880 0 13
170 205 2
966 92 5
982 588 18
958 9 11
999 239 11
715 591 9
133 710 5
526 179 15
41 327 22
576 629 8
511 444 5
740 633 30
828 34 23
151 990 3
527 782 7
697 404 7
189 718 21
345 451 16
243 555 12
914 296 23
593 311 24
472 23 22
407 440 6
757 14 22
856 96 14
817 146 13
727 609 24
586 174 1
255 245 9
570 124 27
639 46 2
826 258 22
8 220 12
693 375 4
871 682 23
143 908 10
790 964 29
890 129 21
802 673 9
170 215 22
123 72 21
266 561 26
152 525 26
130 721 13
159 125 27
497 371 9
198 738 11
360 579 22
866 265 18
473 992 26
139 77 10
214 502 2
636 985 24
272 26 14
121 825 15
836 846 11
825 343 13
144 390 20
592 702 3
180 150 15
370 620 17
278 454 8
278 304 4
591 789 18
369 772 3
248 394 3
147 12 29
728 324 29
959 552 10
982 352 11
164 4 23
839 337 12
567 76 14
421 627 29
858 468 30
969 398 2
61 729 5
269 381 28
890 575 10
88 720 19
73 704 26
458 670 10
776 620 9
928 122 1
278 137 9
592 773 17
676 416 26
12 859 25
140 590 12
884 608 14
564 814 5
43 768 19
367 433 29
1 631 21
701 11 5
961 815 21
574 636 26
457 983 16
634 767 29
51 974 4
407 500 20
906 27 2
118 85 18
379 706 16
188 399 14
380 429 10
135 819 4
634 413 14
839 57 18
241 313 18
851 148 1
538 952 27
563 562 21
862 535 26
490 810 22
588 671 13
685 291 19
328 210 3
950 509 15
584 196 14
606 64 25
97 245 14
877 275 20
288 100 20
318 865 8
745 826 10
419 571 10
115 578 13
907 356 23
768 499 29
116 137 20
18 261 24
279 458 20
695 625 13
385 139 10
95 768 7
659 99 23
73 815 12
930 788 16
61 956 3
739 720 5
429 162 27
216 406 17
521 203 17
220 910 26
217 879 9
208 999 10
388 277 1
333 422 3
843 920 13
856 310 22
226 411 4
331 618 9
640 784 2
731 47 2
454 889 24
932 775 27
296 846 17
379 76 17
901 152 6
926 115 4
741 121 5
856 592 8
854 698 18
604 528 29
214 748 1
410 804 18
992 333 16
874 628 18
446 350 16
84 920 24
996 846 1
591 16 30
540 201 27
588 613 23
479 85 7
486 961 6
269 19 3
117 216 27
514 123 22
534 8 15
718 201 7
295 750 23
774 956 5
83 683 3
508 503 10
402 2 17
620 71 19
923 313 4
158 228 7
717 646 9
651 511 22
636 87 29
104 601 12
71 283 16
475 309 14
318 972 19
759 741 30
0 180 7
395 558 2
727 244 11
867 563 3
687 336 10
696 267 28
906 220 29
0 764 29
232 751 27
292 187 12
595 585 23
199 290 23
795 441 21
881 812 8
877 686 24
990 747 14
780 472 21
524 159 3
811 990 23
180 675 14
650 775 19
659 776 9
57 555 27
1 811 5
653 693 28
654 99 28
230 710 25
289 822 20
519 881 26
154 343 24
464 655 19
111 793 30
799 121 17
796 613 17
959 141 21
834 358 26
837 948 4
100 887 14
67 819 28
798 972 24
895 755 11
817 877 16
11 777 25
772 1 12
415 453 19
405 555 18
942 710 12
585 180 2
765 283 26
12 88 16
510 3 22
191 269 20
824 52 5
558 441 19
590 982 4
104 902 16
574 101 3
232 667 23
268 602 12
985 992 18
880 517 30
127 214 15
524 513 4
238 119 16
129 352 16
153 961 20
872 789 17
57 40 10
674 288 5
625 398 15
768 428 10
729 528 21
752 482 1
606 996 5
189 386 13
891 136 13
348 232 23
355 160 11
26 398 4
161 950 7
91 640 3
263 481 15
215 244 28
397 658 2
290 218 28
628 86 13
788 956 23
543 315 5
124 870 1
789 761 12
696 650 24
76 826 28
834 203 30
107 531 18
775 766 5
11 469 28
862 0 20
924 95 20
616 580 21
389 636 12
608 812 19
717 550 27
474 518 19
103 286 23
639 824 27
732 341 12
749 270 19
422 829 25
991 523 2
544 133 29
204 803 28
147 10 20
997 30 18
587 469 17
990 192 25
141 380 29
951 170 11
647 150 17
840 17 11
375 822 13
350 420 10
114 666 20
519 432 22
928 696 21
104 660 1
580 796 27
66 364 16
476 608 4
751 153 17
29 39 12
273 987 26
599 690 7
210 61 21
240 404 22
375 423 27
855 965 21
478 720 26
13 262 21
121 148 25
821 388 21
656 822 10
568 87 6
793 216 10
52 841 26
551 567 29
518 887 24
381 49 26
531 655 11
905 681 16
98 423 16
109 620 2
762 73 1
547 457 25
164 304 7
290 539 7
79 609 25
329 464 14
888 258 20
7 338 23
578 513 10
886 29 28
275 787 11
754 836 26
365 185 11
536 383 1
881 254 10
67 752 13
608 831 14
377 222 30
469 476 17
31 292 24
553 438 12
890 893 2
192 107 29
281 802 27
90 348 17
694 759 9
397 430 21
169 554 8
934 262 4
273 376 19
71 394 24
95 99 22
801 797 9
499 235 5
805 898 28
349 407 4
287 251 8
814 204 26
648 423 13
810 453 5
432 357 3
684 504 6
39 25 8
143 227 12
778 204 30
78 377 10
946 914 3
63 333 28
417 569 23
783 284 17
837 489 7
104 138 16
67 703 12
336 707 21
412 977 16
887 248 12
446 48 26
274 883 29
159 590 16
861 639 21
540 108 27
145 337 6
956 790 19
446 894 6
950 953 10
954 697 6
568 855 11
12 54 25
942 782 21
423 299 17
93 942 30
208 84 10
995 934 5
152 378 8
907 56 13
92 562 4
152 111 26
64 386 8
981 630 11
685 246 8
379 225 8
569 298 29
303 409 24
597 658 3
345 402 12
975 939 16
690 219 19
232 327 14
146 259 8
929 305 6
757 510 12
819 501 30
629 283 24
625 765 11
536 950 6
589 797 11
900 378 18
924 801 22
534 53 5
479 454 21
39 640 21
970 194 15
486 298 3
329 679 4
750 205 16
445 311 10
328 391 21
422 390 16
371 778 7
773 255 12
938 391 12
105 764 26
662 531 22
317 401 29
831 636 17
174 21 15
460 424 27
413 835 25
659 477 21
844 380 8
432 236 21
290 435 17
886 56 24
583 974 30
609 337 14
451 174 6
670 997 14
199 802 20
717 506 22
331 186 6
608 264 4
993 842 25
795 506 11
674 129 20
112 543 16
35 105 23
252 467 16
26 868 7
947 859 9
201 609 20
366 963 6
86 593 30
60 57 7
165 910 21
622 354 7
125 311 30
849 393 15
978 691 15
562 90 15
280 721 30
674 173 2
451 650 11
440 900 10
460 926 16
773 258 21
782 855 8
386 907 7
899 577 15
480 336 14
285 291 27
353 772 23
984 329 8
912 30 6
814 229 28
831 435 27
244 290 6
984 164 16
556 275 10
302 234 27
474 809 9
707 88 22
163 758 27
96 724 13
433 230 7
13 807 16
982 100 16
277 418 9
426 659 30
285 116 30
241 42 1
561 488 11
636 693 27
708 753 28
278 614 1
337 261 7
196 598 20
958 822 9
781 983 3
16 491 19
682 162 17
367 358 28
737 765 11
867 581 6
920 795 19
27 623 16
