10000 100000
9037 9557 21
7195 9017 25
7349 3000 10
1993 8383 11
3209 599 10
6030 4476 4
1705 5165 13
1204 6096 5
4088 202 12
8051 7494 15
3370 894 18
9163 7320 8
8604 9808 19
5446 6910 16
7614 4680 19
823 6543 24
6201 8881 21
7486 1726 26
2868 3879 2
6022 9220 11
4835 4092 27
8628 5628 12
6597 91 30
560 8974 28
7356 9894 4
4374 6305 16
6908 6718 26
7341 677 9
1453 6456 4
3654 742 21
2770 4829 24
7158 5451 28
8247 5268 13
3897 7495 2
2303 8836 23
3381 762 2
2398 431 14
8438 2929 9
9990 8047 30
2251 9434 18
1686 6380 30
1694 6408 10
6132 9196 26
1990 3017 26
9380 9910 24
3322 8615 4
8241 1946 3
1566 4998 11
8941 7159 10
3710 3460 12
7022 5110 3
7359 7077 8
1136 308 11
6262 3173 17
2900 8265 29
1931 7101 9
1797 6918 23
9350 9716 9
7366 744 23
7792 4283 19
5791 3724 27
684 4280 17
9616 9356 12
4827 5805 11
2120 1338 4
9983 2589 27
4570 6627 30
7883 396 9
2665 5035 27
4528 6704 8
8126 7509 16
3854 4565 9
1228 8039 21
4653 9362 20
7757 3361 7
8499 6742 17
9020 3436 19
6877 6418 17
1683 3545 14
2254 6558 21
1162 7018 20
5299 7500 6
5664 9227 17
5421 5530 13
5829 9895 13
4493 2140 23
4121 4187 22
4049 1788 5
2977 2212 30
1486 8812 28
2209 7182 2
2166 9077 16
5012 7142 10
7498 4633 2
7087 7829 19
8969 6338 23
6462 4457 25
9458 4851 17
5065 2650 26
4270 9623 21
4742 1576 14
2529 6002 3
5921 8367 29
3374 9568 30
8637 4908 2
2506 6786 24
4804 6585 11
9861 9580 20
3513 622 26
6810 9638 28
8630 5303 30
1478 867 24
8670 7022 9
1835 6448 1
5089 7139 28
119 9571 17
193 5671 5
4314 3762 4
242 2368 16
3724 8085 18
315 8930 20
634 7529 12
9773 6160 12
1048 6698 27
1545 3810 3
2463 586 8
8292 7681 8
4114 8064 18
2993 1891 15
5529 905 23
8686 2645 29
486 7697 22
9887 8246 26
2006 4765 1
6655 9364 19
2061 6559 19
9209 7939 7
1242 9137 20
6446 9299 9
2143 7611 24
6262 1301 29
1920 1600 24
8380 4404 8
7809 4086 6
7991 7432 21
555 5554 2
8664 8029 3
9471 6315 2
4231 5718 23
9652 5149 20
9164 9964 19
6477 8372 11
4857 4397 2
7440 8736 9
5545 1674 6
1641 7729 14
5803 6371 6
5997 4396 4
3481 3359 27
8423 3591 17
1810 1448 27
4272 1731 15
1780 2327 16
391 5887 4
8053 3976 20
4320 4769 14
6512 2793 30
6956 6927 10
2465 3744 16
4384 727 4
2859 9955 8
905 777 13
7451 8329 15
4837 8164 14
9034 8489 26
8566 662 24
9607 7659 25
6906 4192 16
8934 8128 26
4705 3158 4
5974 7382 4
4460 7528 28
2819 5620 7
7351 9443 15
4912 9617 13
8685 1852 24
7218 5643 3
1209 1160 7
9588 5249 12
4030 5542 13
30 1773 18
6013 4705 27
4335 9650 12
5256 3702 15
4443 3939 10
632 4185 7
4126 8172 22
9876 1821 4
2499 948 10
8384 8387 6
1579 4849 8
5607 3262 10
3550 1268 5
1800 8630 15
2591 7929 19
8753 8215 26
7076 1083 19
6528 5197 8
9376 5941 26
6197 1634 18
8515 3715 27
9949 4565 16
473 1302 11
7558 2306 5
2465 1099 14
189 7113 10
588 6317 6
4984 1052 29
8070 3597 6
6516 3024 15
4718 4516 15
72 5087 3
4214 216 12
9942 8237 4
4991 5946 3
6654 5293 27
9591 1148 2
3866 5330 19
4097 9477 5
7026 6882 23
5755 438 7
7180 9895 20
7766 2415 24
7383 4876 3
2768 1400 4
5585 8121 22
4730 2130 2
3903 5909 7
1738 8978 28
5314 715 24
886 892 25
412 4527 5
6580 4101 16
6702 398 22
2201 2473 20
11 7248 25
3240 2741 18
6858 5740 29
5117 7155 22
2491 2049 27
2540 5947 21
3538 9396 20
8250 4306 11
4436 8708 12
7163 1390 1
1126 4197 11
4423 199 15
148 9098 5
6941 6482 12
728 4841 4
1839 4541 7
4211 5717 17
6312 5219 2
6734 7850 18
7825 9717 3
7923 6306 26
6854 7120 30
2322 2323 11
1414 6879 11
4011 8922 27
9534 9806 26
8780 2580 12
8558 8133 24
6481 9366 22
5270 1851 7
5526 8807 3
699 188 12
3433 3670 7
9102 3551 24
6791 6600 10
3147 9586 26
4048 512 3
4661 503 9
6306 2235 8
9810 4781 3
9130 9725 22
5974 858 29
3878 6121 2
3324 4494 10
4952 844 23
2454 6564 18
2106 749 17
599 1860 30
9358 9103 23
2303 430 2
4407 9121 21
3053 9694 7
5222 7220 23
1515 9366 9
4489 7917 24
7372 3933 21
9601 9330 20
9946 2465 8
2842 6000 17
5731 3301 17
8040 9506 23
9012 5872 11
3830 834 16
4094 3917 5
8634 5896 13
9457 5826 18
4747 3268 26
4469 5593 1
3489 1468 28
6541 2868 13
9076 2165 27
1103 360 13
6691 1936 14
6288 1125 28
3591 5380 9
4434 8907 23
8614 1060 7
9012 7481 6
2483 7931 15
3333 1815 9
3019 5612 18
5689 4832 11
6608 8212 5
8133 1148 22
8187 1572 7
6042 5233 8
9450 3552 9
1286 887 13
5396 6299 3
50 1360 24
295 1342 29
9944 1604 14
8916 3311 2
469 9986 7
8994 1706 23
3441 1055 9
6688 6720 11
3147 4986 13
6684 3604 4
9563 8890 29
2516 7795 2
7201 8274 7
1113 7894 5
7432 4345 10
1415 9287 14
5972 9859 8
2024 5505 3
3989 5742 21
3415 2612 4
6516 6104 6
7052 5225 20
1982 4828 1
8060 7279 3
3140 5988 4
8938 2662 24
8885 577 25
7951 5406 27
7881 6204 3
3300 9538 13
5797 2939 2
6171 7629 11
4004 4980 13
7454 265 1
5784 1866 4
5417 8548 26
3077 5461 26
9445 1745 4
2456 4468 20
407 7395 9
103 4213 12
8532 1287 7
8603 1145 13
7089 1289 18
9464 3187 23
6578 3423 19
7207 2891 3
4902 7606 16
1322 6487 7
6531 3906 7
1147 8416 30
2847 5689 28
1712 7502 27
5278 5678 29
2744 296 8
9223 6362 19
48 8830 13
3359 4436 8
515 9630 9
2181 8018 12
9991 1459 15
8706 2843 25
6316 9869 28
4184 294 4
3907 7383 23
2968 3465 23
1388 2143 29
2181 1850 4
4997 2822 1
6454 99 2
938 386 5
5970 6204 7
4319 4046 21
9573 5714 17
6561 3186 20
1889 2484 7
3078 6746 14
7704 1674 22
3217 1799 1
9288 7415 1
4543 4216 1
3845 7682 25
1649 3962 20
4007 2535 1
5389 515 3
2488 7271 23
1168 8361 30
3293 2715 4
1797 2942 11
3580 4246 13
3615 5860 19
3187 9299 5
8579 3294 4
5796 1663 28
7164 362 11
3623 4138 22
8975 2280 9
7496 7896 4
1810 502 24
8383 9224 12
347 2933 6
1780 8977 23
4445 7775 19
762 4206 9
5614 3555 17
1163 6232 10
4458 1570 15
8814 4748 21
7224 2666 20
7276 4975 16
1979 7096 6
3671 9976 2
1491 2578 22
6959 5467 8
9442 1933 1
8167 4973 20
8376 3969 8
8653 294 7
1821 6653 2
9855 7800 27
9854 4601 30
8482 3444 29
8620 9417 19
7604 4265 29
8089 5504 23
2861 7913 2
6210 3599 20
9054 409 2
9910 8971 2
5254 8118 5
9970 9581 14
5099 3098 25
2606 7809 6
4438 2654 11
4489 1916 18
520 7498 10
2648 6104 24
9907 1489 7
6507 7366 27
3709 6942 30
6833 3293 16
3861 1131 22
4525 2950 10
2303 8389 27
9025 6316 12
7274 5375 23
4333 5669 6
1330 7612 23
5706 4658 19
6511 9788 1
6574 8584 16
1308 7552 23
6110 283 16
153 9707 19
5293 2710 23
223 9089 6
6899 2400 5
3829 6789 9
9885 5694 17
9310 8448 12
3162 5177 18
2248 3808 13
6596 4932 15
3890 7192 11
6770 814 7
5363 1169 26
8771 9438 22
8668 1023 27
5853 7204 28
5521 2204 21
5684 7711 4
3917 3936 22
5693 215 7
7618 6479 23
1283 3283 13
3432 3117 19
1188 1414 6
4771 9295 20
9757 5451 16
2383 361 6
6144 4688 15
7595 7132 25
2061 5269 25
3204 2733 28
1547 6231 26
9207 2369 26
6688 2279 10
2773 649 8
3868 3052 28
2198 1597 23
7722 3767 26
431 2935 1
5737 509 14
7754 3236 27
7447 7653 26
6604 9641 25
6112 7394 15
3554 2777 24
1712 1496 26
525 8634 3
9220 9868 6
3986 6832 4
4909 3727 19
6510 7886 25
8630 2237 25
6811 1778 5
25 9639 15
2808 8902 21
6 3643 30
3906 8373 25
4120 8247 14
7314 6312 29
742 6341 17
1270 6144 24
1726 8482 8
9102 6974 13
3137 5908 18
6146 223 24
3602 2465 6
6905 1925 12
7455 9722 2
280 7311 4
8601 9195 29
4401 9293 29
3277 3574 24
2446 496 28
9958 5143 3
6894 9566 20
55 1312 4
7533 4411 10
3010 4220 10
5747 3111 23
6866 1251 27
7831 3297 5
1737 9971 29
7808 2050 26
5539 8669 4
4602 2830 22
1860 7386 21
1049 7779 14
5338 1751 27
8734 2135 2
2587 3472 20
546 1907 1
8689 6867 12
5443 8424 12
3210 2728 12
4214 1062 28
1378 5029 25
5795 6871 20
1715 4398 2
6610 9413 18
7306 5183 1
33 7467 17
2310 7312 5
937 5477 24
7194 3206 6
4069 9463 6
6348 608 13
2381 6727 11
5518 9240 3
2201 5056 10
4575 5911 2
6622 6615 27
3975 7790 26
458 1126 21
8403 6635 18
1498 6663 9
4409 9731 27
1078 2243 25
8862 8350 24
2412 5691 29
3567 8491 19
7761 9920 21
8896 921 12
1681 9126 27
3725 1323 14
6639 93 15
6339 4261 19
2526 5081 6
8431 7370 13
2003 2681 9
1158 3906 1
3837 4039 13
6521 2276 23
6760 1605 2
3047 1901 24
5030 3482 6
4183 2813 23
118 4115 3
7284 1788 23
7436 1935 6
4514 3593 11
1108 680 10
5783 3508 28
5492 6831 28
416 685 4
5314 14 18
8570 1834 10
5026 7572 6
2848 880 3
1169 3674 21
2044 3573 7
5300 3274 5
8764 7254 23
7376 9733 14
8489 3620 4
5085 5053 30
649 936 12
9535 3782 27
5219 1731 29
9907 9664 6
3498 1275 3
3430 8821 25
1913 4336 2
5951 1084 8
2560 1797 22
57 2628 21
1723 4536 17
612 2635 14
4440 1259 12
8936 3689 3
8844 4979 9
1059 4491 24
3057 9435 22
703 2116 3
3193 2860 27
3862 3438 24
5659 2482 5
4733 708 27
8131 7010 29
8390 4900 14
9923 1449 25
182 9304 22
8290 7119 20
6199 4560 12
4274 8850 11
3261 6537 7
253 6784 8
6259 8917 3
1718 553 26
3921 5958 28
631 1409 15
5103 4763 24
1501 9924 17
7656 7931 25
4684 3476 19
9857 5009 29
9777 4878 12
4979 4745 14
3765 630 20
6545 722 9
4096 7372 10
9943 9558 4
9119 9352 11
3229 7910 6
1070 7278 1
3792 4050 11
8438 2085 25
4226 680 30
3300 5568 25
1548 4553 4
1666 7615 11
7734 650 21
4581 7998 20
8749 1178 8
3205 3866 6
5001 2706 17
4808 5442 20
5755 7137 16
5465 6295 10
7029 5678 2
9307 4102 17
521 1090 9
2339 7892 15
7506 9980 29
9145 2598 19
791 1042 21
6746 7793 8
1149 3365 4
1060 5216 24
7927 5022 17
8002 5458 27
8829 257 22
8784 6366 13
1435 9648 15
1678 3675 10
4741 1874 23
2802 1895 14
4071 1881 2
7675 5020 19
9004 4225 30
4037 5743 8
9802 6221 25
5109 4876 29
2632 6234 15
9172 7577 7
4851 2470 28
9490 8195 19
8904 5374 12
596 5064 10
374 8600 22
3508 6801 22
6847 1300 26
3573 2893 30
5557 1115 10
7617 4351 2
2966 2140 17
3001 6480 7
2960 7317 17
1478 5250 15
4857 1976 2
1513 1822 29
4987 181 25
6876 7494 7
6652 4976 23
3389 7006 6
3238 6483 23
9061 3565 15
9458 3769 22
5721 6594 11
2708 1494 5
2849 6032 10
2711 4901 23
8065 7859 16
6841 8201 23
8676 2939 26
3601 9221 6
5676 4771 13
4659 1599 11
7114 4697 23
570 1298 14
6305 3879 18
1010 1207 17
2269 435 30
5412 9102 9
4293 6722 1
6550 6238 23
2245 1973 14
8256 1698 3
9508 7099 5
6298 7031 4
7749 4688 29
4369 1496 20
4309 5302 14
7883 5739 12
5358 6051 25
2803 4284 8
377 8715 12
1505 684 27
6421 2765 14
8941 4800 14
7035 2 30
2070 1997 2
7327 6008 23
3507 9457 13
4918 4531 3
7196 9342 25
3967 4719 11
6675 7831 27
1744 9512 12
4224 5504 13
6132 5674 20
7687 3887 8
4505 8901 21
2152 1394 1
3670 9233 30
2604 5073 24
44 4680 29
4005 1613 20
7213 5608 14
8344 4480 3
1745 4663 9
5886 8284 14
9202 8989 1
2510 3238 2
7493 1585 6
2640 1643 18
7343 1644 22
7693 5293 3
1435 3299 7
6052 2190 24
4714 4458 1
4929 1226 4
5951 5349 25
4059 5972 17
6168 6665 27
3418 7269 17
1742 8662 16
228 6350 5
2101 6876 17
9102 7897 4
9659 9180 29
8196 1127 24
6353 2362 12
5433 214 8
9354 6260 22
454 9108 10
1040 441 22
5691 9311 15
2891 6125 14
2785 9452 26
2884 4525 2
3107 5054 29
9588 6926 21
5053 8879 15
6275 1334 26
5897 6160 6
7241 9507 29
1580 4311 28
8708 7878 23
5862 1126 29
7463 9145 7
6716 2754 29
217 3344 21
2474 4373 15
6351 8212 29
306 4469 3
3741 3705 10
9652 9696 19
6007 9938 25
3579 611 20
3386 3853 28
8154 7418 26
8714 4231 7
836 605 22
9425 6640 20
9246 6822 28
4072 8488 18
7888 6950 9
5309 3440 24
1799 1650 7
4905 5638 1
782 1517 18
342 5941 8
1332 8589 20
3330 484 7
6218 3531 5
5402 7137 26
8846 7154 11
5372 9510 23
1477 1735 20
7559 9672 27
8869 4701 18
6747 8286 16
7540 8974 29
7276 1603 18
787 5216 22
4983 3013 3
8926 2834 20
5340 6179 4
8375 472 28
1799 8778 25
261 6061 20
2483 6481 29
3347 1660 27
4231 8847 10
9871 867 21
7731 1554 9
2664 2094 4
1817 6313 24
1081 2477 26
3882 3262 9
7992 1570 26
8912 7963 23
3263 5595 21
1477 4075 20
8653 7897 28
276 6863 11
6407 8739 17
2013 7192 11
334 3741 14
1913 2109 24
243 6402 24
3138 8568 11
9537 7538 28
8108 2958 21
546 1303 27
7887 7624 28
8864 8858 14
7674 1581 25
2744 3814 10
3271 147 1
7957 8042 21
6539 3712 30
4335 1432 18
6840 1296 26
1297 8488 25
973 1847 8
7705 580 16
6011 7513 27
4125 6108 25
6955 6729 12
8887 4184 22
3949 8473 20
7928 7024 27
5447 1441 26
2613 3349 7
4990 4854 2
1334 4470 12
6288 6669 25
3032 5810 14
3421 4747 22
2798 4012 17
6389 7446 26
5518 8451 8
6736 6920 6
1124 7874 26
6803 2244 10
7725 3295 19
1953 3965 9
1640 8577 21
7885 6897 24
1246 1149 27
6915 4715 25
772 3325 24
510 1888 5
3644 2896 13
8151 5038 18
9159 6675 14
1276 3084 11
8310 9315 10
2217 7190 30
8897 4812 9
9385 7890 29
5310 1726 20
6914 4275 16
6364 7143 12
8707 8711 30
6975 6480 6
3237 4975 27
9200 2247 20
7227 2819 21
5474 58 23
8321 3397 28
7054 6693 17
41 4453 10
5068 368 7
6561 8073 15
4554 1666 14
837 5219 1
9739 2151 18
6272 6575 2
2156 4460 26
8387 5364 1
3068 1644 15
7489 7552 13
1607 4406 24
8280 2864 22
3923 3620 3
8677 5648 19
3665 3494 30
5221 9012 8
7278 552 10
9531 8832 22
5342 5586 18
7250 8933 8
3099 8479 11
6223 8628 24
5692 201 6
420 359 11
4217 6001 15
2144 6106 27
7105 5762 10
881 5049 29
1143 8749 3
994 6671 2
4131 3415 13
1817 5589 27
1779 7117 17
6192 9898 21
9683 1716 28
9328 6076 10
5945 8272 10
1692 4543 28
4235 7100 27
7019 2341 15
8203 5470 30
3560 7747 15
3082 7009 2
4660 9022 14
4660 5422 26
1664 9988 8
224 9076 15
8582 7861 8
3204 5339 13
1188 4139 21
9880 1358 23
3942 8321 4
2265 9591 18
4524 1117 9
153 9331 11
7066 3956 1
7612 3043 12
5290 2287 18
1038 1471 12
3448 1311 2
2145 4391 15
9384 5498 20
4590 9848 13
8430 2304 7
5955 2474 18
4868 5971 13
1600 2690 30
7285 5556 13
555 7674 12
5771 2747 22
9414 3160 5
4796 3135 7
7164 7511 9
8310 6452 4
8293 2569 23
4648 2676 16
2366 7117 20
110 8973 11
8440 4427 12
3805 4836 20
4588 6957 23
8593 179 22
4141 9961 2
8906 9589 2
4383 4214 26
896 8520 22
3252 6305 12
4755 2792 15
8653 9806 12
5488 7482 2
8937 8233 17
2597 123 18
252 9677 27
7001 6761 17
9523 6719 22
3157 2660 5
8448 4065 10
2747 1550 2
2462 430 24
6272 1175 22
5156 2508 24
9925 7224 28
3715 5410 11
2372 8329 4
8193 9238 18
1205 2025 19
2448 6311 6
1549 5734 16
6827 6129 21
7704 6578 25
8355 3085 20
9252 34 4
5168 1393 2
9058 8875 14
3616 8194 11
620 3076 23
3625 8013 29
3739 5737 3
5656 3234 20
1475 5281 22
2605 6067 10
947 4426 1
2092 788 4
9857 1628 25
3501 2829 23
2328 5129 6
8081 6704 29
5299 8715 29
6613 6437 16
2030 2694 6
8447 7659 23
3932 1361 27
7635 7562 18
4885 3320 21
4118 3250 7
87 1742 11
2802 4575 26
3484 9943 27
1593 6108 4
5955 1274 18
7060 4789 9
4340 1222 1
685 1963 17
3693 3489 6
1530 8104 29
8725 1413 10
537 3249 20
3175 8244 12
5278 2031 7
2548 1223 27
2080 445 17
1482 3303 28
5805 8373 9
727 5153 11
9724 6577 10
4963 2318 22
9995 3748 9
4243 6670 28
9539 724 22
7429 4055 2
959 7052 29
2431 1023 22
9562 4890 17
4382 8715 18
1427 345 8
1820 1582 24
9161 8838 22
2707 3983 2
6621 6134 25
8178 7749 30
6996 1189 3
7927 5935 10
9676 7810 27
5093 8148 1
7847 1700 19
4945 7849 29
8707 626 3
360 4301 12
5928 8123 28
2479 4009 12
1628 9410 1
3408 3094 27
6707 6516 24
1833 6892 17
9403 1895 28
6948 4357 13
8053 2637 28
4861 4493 30
5085 5353 29
8934 1799 9
758 8499 13
353 958 16
4882 9926 24
1432 8598 20
6761 7319 13
7506 8972 1
4512 6124 12
6460 2066 21
3977 4319 18
6307 7084 28
3097 3985 21
1555 8046 20
2243 7788 2
9980 1316 12
1056 9000 6
1034 9953 1
7369 4572 22
7114 1287 17
2586 3025 5
4046 4636 11
5841 3584 4
1288 6547 12
840 530 8
2449 3704 15
2501 3987 30
6364 6899 2
3931 6358 19
8039 5266 18
8217 3871 30
395 5380 27
1771 9679 10
6813 3868 13
2451 7109 20
6816 4775 12
3987 7176 22
5498 4681 21
5227 8481 8
1104 7302 2
4758 7739 7
1667 8163 13
305 2320 4
3290 9427 18
5085 1089 27
6482 3162 12
6557 8716 6
6084 5226 24
1417 1891 23
9020 268 3
3695 5481 5
3713 3144 7
1187 2040 21
2255 7461 13
1350 2774 4
2372 7634 11
6743 4378 22
8624 980 30
4703 9376 10
7909 4109 16
4732 4818 3
1651 8769 22
1161 9372 25
8134 4019 6
9581 4590 9
1055 4111 3
7713 8128 23
3656 2042 18
5041 6988 21
9262 7264 1
6415 8237 22
8640 9132 5
6165 2956 30
6247 6592 11
1979 1577 21
6772 3930 1
1886 9595 20
6126 7584 9
1574 971 28
52 5057 10
4423 60 30
1061 2653 8
3287 4411 5
6094 3021 29
2987 384 29
276 6228 21
330 9977 9
2482 1798 30
7043 9787 29
1171 3410 4
3151 4703 8
1376 9654 15
122 6487 26
5964 1601 29
7291 5812 28
8348 5429 12
2619 5396 18
6562 7009 10
2859 6148 28
7744 2086 3
9337 7090 9
8842 4453 18
2281 5675 5
6869 3943 10
609 5349 22
1375 9146 14
1165 2712 20
825 9525 26
1050 1836 19
2509 5471 9
4182 6723 9
9488 1450 9
290 909 28
9763 3329 1
3569 7216 15
8291 4911 17
1551 4814 26
7850 4624 30
4801 9605 20
4417 7907 14
2628 9421 14
9543 5565 19
5401 4387 15
2007 8677 25
8880 7644 4
5761 3588 7
4355 7859 29
5249 7554 14
1163 2581 18
6620 9124 9
4981 6690 24
602 6317 17
360 8367 26
599 9826 20
4869 2340 3
3307 9507 30
7996 4845 14
7490 1346 18
3170 7049 30
1696 2646 17
4937 1740 23
5928 8739 20
5209 721 8
4607 6713 28
9484 8693 26
3164 25 6
2205 1429 13
7014 8142 3
5363 7732 8
5767 6991 25
423 5043 2
919 1072 12
2372 482 2
6430 8969 14
9387 9930 3
4843 442 30
288 3173 20
1357 4423 24
3980 1341 8
8235 1882 17
8442 7547 23
6110 2548 1
677 5352 2
5555 5716 16
3198 1630 18
3839 3511 30
3615 3026 3
5273 141 11
3085 6098 27
610 8955 23
5086 6201 5
8382 3561 16
1929 4274 29
6247 191 12
156 1842 30
7628 6817 5
1030 524 6
6782 2389 10
9136 6944 7
5306 7707 4
7979 5891 29
1844 1683 24
8608 5016 25
9842 7336 23
7736 3352 8
2046 3131 21
5636 9164 26
8413 8415 16
8292 4868 20
7839 9203 6
3577 1964 19
7773 819 27
2639 1426 18
2866 4987 20
2797 944 30
6281 180 4
7122 5288 13
1728 2474 10
792 8250 1
4131 7508 6
657 3154 10
3865 7308 30
6722 8609 26
9145 8527 22
5214 8612 27
3223 9829 14
9912 6537 28
4818 8151 25
7324 840 25
9827 5631 13
1038 4459 19
897 9593 7
1645 7098 21
2871 6742 19
7981 8758 28
1663 1897 28
519 8497 23
8376 1566 26
4382 5866 19
3965 9790 9
9321 8872 19
5309 3070 11
858 5467 10
111 3064 12
869 9124 8
9228 4244 3
3384 2704 20
9034 3710 29
484 1694 1
119 8647 19
247 8644 22
6732 1107 8
214 5898 17
3568 6871 6
5178 1484 22
7002 394 11
9453 6642 20
4269 603 17
8678 9156 6
9299 2821 12
3513 460 27
6190 9256 14
2972 8897 3
913 8758 14
3077 1465 4
7951 1502 25
6407 4183 20
4437 9258 5
1826 858 25
3053 247 14
5038 5175 10
6553 9094 26
3966 8355 5
4742 8714 16
9269 3414 11
3195 8164 28
8278 6479 22
1518 2114 7
5274 438 24
9234 5135 23
7633 4363 24
5990 5843 19
1347 1653 9
1442 3282 25
5417 6724 19
340 3257 25
6403 76 24
5033 2141 30
8176 5181 11
9804 7606 25
4714 3501 15
5842 3973 13
6570 5528 21
9058 5761 5
706 4644 18
7819 1018 8
8033 3609 15
9528 2171 15
2931 7100 24
6445 3036 7
2046 8380 3
8219 9245 19
80 5713 20
1477 471 15
2067 7534 3
3788 682 11
5137 3007 27
2265 5454 26
1086 9497 23
3269 5358 23
2330 5697 28
8012 130 8
1322 1327 6
3789 1516 9
6147 2567 30
8955 9300 28
7311 3297 13
9155 7970 20
71 1285 24
390 7289 27
5663 8411 29
8435 8385 4
5211 8663 22
3427 7482 24
4927 8632 2
7359 420 19
3888 822 2
8412 6419 11
1909 5803 14
7650 7938 3
1924 8936 25
968 7159 30
5879 498 3
5690 8657 11
1782 9007 15
982 783 6
8816 2793 8
9262 6403 30
4206 5346 1
8210 6848 17
2367 1162 3
1443 4131 17
8980 7799 30
2244 1401 15
2007 5113 6
3540 1600 28
5826 6070 2
4958 3874 27
7206 4314 12
8967 867 6
6976 1352 17
7874 2047 17
195 377 13
7569 7056 12
7000 2499 20
998 9678 15
3827 8712 12
5189 8267 28
8331 7617 16
9890 5323 18
9918 2904 4
7350 2051 23
7879 5251 22
2738 7534 8
4841 6140 10
7204 459 2
8642 5958 24
3584 3177 2
5505 5577 17
2606 2363 30
5638 2601 14
8587 9378 28
1669 3953 6
6667 1332 5
8450 3452 1
8382 2863 26
9609 3325 30
7946 9972 4
7272 2481 9
9757 8727 15
8294 4520 27
1682 5233 11
5035 4025 9
188 788 4
4311 5768 17
4556 9668 24
5213 8155 30
4372 9561 6
6779 2933 13
8054 3639 5
6145 6935 30
2267 3414 19
8348 9616 1
2353 1129 20
181 4797 27
4013 8923 11
8139 937 14
9357 3542 26
2872 7730 3
7559 4140 13
7647 5766 10
7041 5743 20
3101 7815 3
3253 5233 5
5671 5339 22
7318 2474 7
9615 6256 30
5329 2413 21
39 9978 22
3863 9532 17
8086 4362 18
1125 6173 7
788 9040 5
8985 2286 11
4838 8091 8
3471 7114 14
3226 3925 26
2101 5345 4
7484 1891 4
3425 7785 2
7493 1084 13
496 1082 29
5195 3193 18
2484 7302 19
8051 6051 13
1633 9108 26
4277 1097 1
8059 9424 7
2824 6324 11
6869 4079 15
3177 4267 14
5513 4052 24
3448 6588 28
582 7391 23
991 9189 1
4613 2081 24
7987 9732 26
5016 7749 13
6174 8171 7
2696 4899 7
1409 716 6
4522 4859 16
3561 8357 12
9275 3502 3
2494 8453 23
3869 4205 24
9766 6847 10
2464 6084 5
4430 2835 25
9738 1380 17
4082 2149 22
8458 7084 14
5251 2878 6
2894 7235 10
6031 9995 2
674 8813 24
7065 4575 26
1198 1402 13
2832 7430 27
2189 3292 21
9281 5103 4
1450 2343 13
1177 7337 13
7835 3107 18
5184 3012 28
8251 84 12
3697 1163 1
4782 9932 30
8266 2020 13
6038 7145 28
6558 3719 1
748 1297 23
4202 3102 26
5027 6941 21
7579 3448 20
7780 9760 13
3006 2941 1
7430 2747 29
