1000 10000
922 273 6
857 203 18
800 823 15
101 873 9
556 964 10
380 742 6
948 819 1
222 149 11
507 197 8
739 725 8
421 30 8
4 522 18
300 657 8
773 835 6
242 730 15
84 9 6
68 244 13
360 198 2
600 408 11
74 234 20
427 717 5
605 595 8
909 752 4
776 402 9
853 733 15
84 484 11
102 998 10
754 898 3
391 53 11
165 225 19
864 806 4
73 882 16
533 353 18
390 61 15
209 882 11
945 961 2
239 933 10
264 635 9
873 620 15
532 229 7
59 952 13
447 220 8
505 343 19
272 415 20
920 685 15
262 373 14
229 173 4
39 746 20
301 988 12
141 972 7
239 552 4
47 600 3
731 259 13
412 268 17
685 114 16
622 110 19
484 339 12
473 197 8
219 154 1
807 759 13
965 336 12
122 474 19
865 383 1
56 608 19
255 257 5
952 881 17
759 695 13
23 145 4
805 522 8
251 186 11
234 121 12
546 207 5
79 981 5
660 422 6
739 348 12
885 117 14
409 424 5
290 544 14
885 917 4
958 637 11
108 544 19
35 692 10
417 170 20
304 775 6
55 196 19
783 612 15
522 122 16
323 823 7
141 841 16
683 938 18
648 567 15
263 881 20
765 340 13
281 852 4
68 491 12
607 691 15
25 238 6
109 367 15
777 326 19
486 755 11
61 760 14
740 754 10
965 840 5
801 871 18
715 681 13
745 206 1
602 723 3
174 302 9
223 160 6
980 110 4
115 644 3
784 426 19
265 241 10
760 290 6
5 30 15
319 643 19
933 977 7
166 641 13
226 246 8
959 288 15
271 494 20
206 974 19
913 154 11
400 843 7
246 760 10
909 198 13
940 770 14
380 307 1
858 666 18
664 355 3
708 757 1
454 422 4
259 994 10
764 489 10
715 400 11
324 475 15
817 493 12
730 691 15
970 974 14
737 897 8
731 519 16
775 546 2
209 916 7
28 507 18
253 991 11
686 497 3
527 828 12
892 756 9
47 448 9
905 195 9
691 92 10
802 245 5
677 913 6
607 256 20
655 571 10
26 733 6
930 765 18
950 298 2
554 65 1
47 551 3
204 495 7
489 158 4
386 473 15
167 721 17
452 846 5
794 791 6
402 433 18
245 83 11
233 748 11
883 290 20
506 511 3
669 756 11
310 967 18
744 543 14
879 131 1
908 631 11
335 302 15
775 413 7
13 56 5
119 154 6
839 348 18
939 985 14
26 407 7
981 875 18
729 978 2
458 723 1
218 788 15
881 923 9
271 218 16
350 768 20
92 962 5
165 932 18
930 68 7
197 992 8
452 615 1
245 685 19
442 209 10
304 288 13
972 35 2
94 287 9
257 909 18
731 430 18
85 214 11
224 22 11
499 711 2
699 270 2
810 402 17
369 690 2
953 807 9
489 633 17
427 826 3
729 873 17
734 967 9
753 257 11
347 242 14
713 342 2
208 191 13
135 789 3
854 497 20
753 356 16
718 54 1
996 839 6
337 365 14
232 169 1
786 373 9
277 481 11
517 579 1
434 544 18
370 799 8
560 606 10
404 332 13
688 392 7
892 773 16
445 108 10
381 375 11
44 463 16
924 977 10
572 361 1
687 159 1
139 321 10
872 873 3
446 393 6
136 829 15
787 430 18
666 900 5
181 930 14
480 318 15
917 884 13
238 532 4
114 71 1
611 639 5
414 881 4
903 586 8
209 649 15
332 306 14
76 671 17
348 49 7
221 251 1
387 275 10
350 867 9
730 132 15
287 0 7
284 804 6
528 426 1
872 192 20
913 522 20
561 663 8
62 634 9
22 692 6
395 843 16
954 114 5
645 828 7
994 489 11
746 295 9
97 570 16
897 67 9
51 70 19
181 861 20
229 334 12
649 66 12
220 659 10
391 670 17
648 653 5
221 948 6
692 327 11
808 68 14
985 331 4
225 887 18
603 999 13
862 364 8
505 964 5
765 177 2
605 542 16
183 35 9
913 234 1
662 988 5
745 518 5
596 801 8
174 527 3
315 60 2
510 30 8
462 87 11
663 931 3
327 349 7
135 718 12
759 87 12
121 828 10
273 159 4
145 113 8
535 777 19
974 261 4
12 541 17
783 325 18
213 861 7
13 484 12
425 322 2
935 986 16
174 131 7
741 438 19
660 57 20
387 627 20
382 939 12
569 450 6
649 494 14
186 365 15
474 352 20
767 821 6
941 420 5
85 758 6
186 159 1
12 688 6
317 902 14
734 763 18
365 840 6
654 132 10
668 362 2
67 520 17
900 839 4
806 115 14
625 546 13
0 251 12
420 210 6
626 926 13
333 145 1
792 545 15
364 999 15
37 837 1
955 206 13
277 714 18
215 496 16
589 890 5
507 348 16
549 540 6
672 542 8
953 186 11
583 912 14
622 415 12
410 79 13
975 113 7
499 289 12
259 362 3
298 450 4
510 349 19
726 60 6
411 691 7
704 830 7
873 423 8
48 689 11
700 66 20
966 776 13
468 328 7
692 650 1
920 516 17
184 65 15
390 356 9
90 608 11
210 405 14
94 223 2
55 457 8
167 20 13
61 181 9
398 575 15
274 956 18
872 576 4
148 929 14
274 971 2
863 229 6
706 820 4
720 20 9
258 785 6
57 244 10
103 954 11
397 691 3
468 530 10
747 585 7
475 397 14
815 554 4
900 114 19
23 740 16
371 710 15
928 89 17
854 946 17
829 210 10
992 753 3
507 210 17
678 492 18
949 733 13
281 626 10
353 327 17
206 107 15
926 563 5
221 954 16
388 958 1
351 215 8
874 218 5
812 400 15
673 346 17
583 367 18
653 566 13
70 716 17
117 308 6
889 903 12
323 745 18
571 400 13
436 787 19
67 377 12
650 208 14
285 280 20
364 917 1
993 731 7
516 380 9
468 335 5
205 915 17
590 634 8
748 485 14
659 406 12
330 894 6
746 330 6
290 311 9
729 357 7
823 559 16
218 473 4
403 723 5
362 135 10
262 835 16
135 39 1
577 631 7
740 478 9
846 705 4
963 259 13
727 585 2
894 969 15
633 958 3
969 237 14
140 330 8
676 932 6
470 804 17
389 496 7
471 7 6
364 957 1
734 52 9
380 721 7
114 19 12
183 366 14
965 243 2
132 650 10
677 549 19
682 395 5
463 348 8
99 358 13
746 208 4
52 486 7
1 468 9
394 743 18
19 187 9
488 532 17
332 759 19
9 499 13
442 801 15
976 792 6
298 342 17
961 701 9
749 93 10
634 460 15
621 455 1
124 921 12
201 22 7
45 462 14
832 584 10
499 979 14
421 265 14
709 244 20
613 262 12
558 426 9
425 319 9
191 571 2
610 207 6
129 842 1
452 590 20
530 981 17
596 309 7
627 23 1
199 41 9
999 702 13
210 824 10
184 267 9
845 744 13
340 530 4
967 917 14
282 941 10
627 85 15
133 964 4
753 377 6
71 877 12
388 583 9
632 388 17
892 477 14
372 867 8
804 171 3
448 329 13
791 303 19
180 495 14
141 773 7
58 80 1
326 541 5
715 623 5
870 992 2
680 853 17
147 80 18
166 172 6
862 538 13
955 917 18
505 741 2
247 342 20
180 899 18
829 636 19
601 346 1
827 172 11
382 790 12
256 364 1
238 348 15
395 888 6
127 236 16
261 742 4
612 256 18
828 62 9
411 959 10
991 225 12
451 869 12
4 942 2
338 756 13
58 63 11
607 642 20
934 691 14
693 836 17
239 506 5
869 647 14
954 741 10
957 790 4
501 498 19
602 477 6
204 978 18
88 625 8
265 560 6
391 753 4
167 741 5
652 700 19
811 389 11
813 973 20
564 734 12
66 589 13
487 362 17
397 706 4
18 634 6
480 165 15
943 915 17
500 608 6
662 795 1
859 80 8
361 577 20
276 105 6
402 279 14
358 609 9
538 774 18
383 312 5
671 311 16
793 116 17
517 112 5
679 749 5
948 93 10
229 294 3
911 483 11
77 955 8
15 865 9
632 197 20
906 639 20
871 688 12
494 247 11
365 486 1
10 539 19
329 683 8
184 224 10
120 460 2
426 597 14
816 443 18
947 880 19
664 258 13
948 714 16
942 113 14
70 748 16
859 170 7
35 564 3
609 501 4
499 689 2
441 199 11
605 926 15
391 530 1
561 356 15
430 358 7
85 859 14
373 636 12
302 867 17
61 594 15
162 834 16
649 262 9
968 897 1
934 866 18
649 729 14
53 794 8
334 467 7
304 274 7
63 201 11
167 90 10
528 78 1
231 950 20
766 369 1
374 0 9
707 335 19
174 132 16
563 37 9
47 546 13
207 76 1
363 477 19
841 126 13
911 38 20
983 321 16
712 500 1
611 833 19
236 224 10
480 87 13
42 104 7
618 447 15
664 924 18
239 935 17
106 540 4
698 449 13
731 920 19
497 565 18
538 32 8
392 222 11
846 324 16
380 806 5
69 92 9
424 838 19
198 326 5
639 295 18
246 895 3
880 478 19
503 807 12
470 827 20
320 743 12
699 427 12
662 351 1
413 180 3
80 492 5
993 134 16
198 856 15
939 414 2
775 3 11
880 490 18
652 954 19
1 734 7
814 843 12
865 887 14
108 459 10
53 23 3
47 367 1
980 961 5
316 80 11
6 918 4
149 991 14
688 338 11
257 277 13
882 68 11
334 259 6
662 263 9
570 350 5
56 837 6
676 311 18
641 670 15
137 360 2
854 460 3
28 667 19
219 652 18
901 569 11
501 14 5
535 432 14
246 944 15
568 899 7
658 110 5
936 112 13
990 353 9
821 396 3
177 264 18
487 642 6
753 450 17
791 81 17
161 938 5
896 864 20
614 97 16
532 587 5
166 979 14
715 757 12
103 957 11
112 538 9
476 479 2
880 102 2
819 329 9
828 955 10
702 606 9
499 143 20
47 264 7
644 928 6
845 328 1
708 343 13
693 751 15
529 309 2
961 349 16
564 969 16
205 6 10
149 630 10
674 481 7
284 198 6
711 503 13
645 471 11
72 231 10
181 250 14
623 783 6
673 934 6
555 50 15
320 193 13
910 870 10
502 655 10
923 751 4
375 395 15
741 910 19
656 694 15
41 629 18
475 287 13
71 183 11
701 653 14
617 895 11
683 201 12
836 490 1
950 252 10
845 241 2
174 425 3
10 928 12
691 793 1
100 185 6
731 837 1
628 452 15
845 108 6
815 66 15
245 32 17
553 29 15
115 995 20
899 569 16
121 619 17
910 604 5
162 597 12
795 715 10
189 644 19
5 805 3
35 98 4
578 174 11
421 552 4
199 245 13
459 904 8
477 280 9
945 211 9
914 782 8
642 844 1
92 260 2
510 14 20
946 879 5
43 14 4
408 958 11
117 248 4
272 429 11
171 906 12
978 37 3
31 376 11
861 427 1
420 269 17
841 708 20
447 4 9
803 17 17
987 632 1
328 768 2
759 524 11
370 853 9
265 169 12
271 506 16
695 499 6
742 739 19
600 861 14
810 652 7
781 155 4
602 960 16
175 831 2
309 505 4
293 418 8
939 43 10
299 302 8
771 541 19
140 796 6
64 873 19
646 889 19
283 1 4
122 931 2
848 839 5
967 930 1
836 598 13
399 37 16
885 903 2
516 876 8
590 170 20
63 11 1
780 103 6
223 476 5
688 350 6
318 206 15
299 809 10
829 934 20
116 926 10
165 464 12
874 363 12
564 576 3
71 337 7
354 613 3
902 511 20
47 106 7
449 189 20
522 154 14
486 809 15
465 767 11
249 153 18
753 899 19
290 519 2
230 183 19
536 355 1
167 30 20
8 398 2
525 987 7
359 448 14
512 375 17
786 326 1
176 139 10
155 973 20
907 161 16
463 969 8
203 786 17
249 117 7
930 367 1
883 859 15
195 171 10
470 505 14
236 774 16
14 73 1
184 570 19
490 664 20
747 240 6
122 743 17
508 903 2
686 627 11
993 716 1
549 962 1
176 299 11
980 282 6
122 92 17
818 129 5
51 411 10
947 263 2
287 47 14
479 892 4
893 513 6
677 611 7
739 305 10
889 266 18
5 13 17
1 810 3
94 125 7
643 313 20
943 350 6
51 37 5
217 587 17
930 870 10
24 916 17
294 179 15
880 46 6
201 307 14
155 223 7
894 539 7
775 53 8
255 377 16
193 712 3
252 796 13
109 681 7
877 506 20
985 991 16
845 631 18
733 393 13
566 445 8
598 990 19
540 20 19
114 960 6
218 258 3
871 343 18
299 75 18
560 466 2
283 404 6
602 464 4
885 750 14
383 793 5
742 142 8
340 316 1
858 271 20
443 737 10
678 534 20
467 977 19
341 174 16
180 728 6
272 48 2
965 339 17
410 978 11
696 607 17
972 371 5
983 758 15
824 85 8
934 500 18
693 192 1
94 168 3
582 900 20
729 249 6
203 339 18
263 419 1
301 26 14
879 815 2
55 796 5
737 362 11
653 650 15
407 138 5
251 104 14
525 813 7
413 72 16
149 811 6
63 527 7
865 623 6
178 983 12
930 324 5
232 537 1
776 223 13
222 922 11
594 103 2
800 60 19
67 70 1
446 510 20
57 933 12
677 856 2
840 279 4
650 774 13
417 41 9
322 342 11
97 249 9
330 251 15
0 193 1
375 127 10
385 217 19
290 175 18
419 901 12
726 433 9
685 655 9
75 65 2
388 922 8
927 65 16
236 815 17
750 899 19
624 784 11
903 323 14
21 624 8
580 299 4
216 160 15
600 915 12
213 991 15
335 12 11
219 264 16
575 496 13
796 710 1
237 455 5
323 808 13
198 389 19
372 35 1
54 116 12
613 186 16
410 601 5
706 360 11
510 698 19
248 399 9
173 646 3
763 627 13
630 625 8
749 217 20
124 421 19
905 119 9
824 347 14
204 385 3
435 306 11
377 24 18
653 508 10
316 891 1
331 383 18
662 755 18
722 250 10
754 171 8
772 206 17
956 239 1
124 591 14
302 480 6
313 930 12
169 745 18
869 375 14
324 149 9
206 478 12
265 173 14
75 710 5
580 641 3
351 927 20
111 101 6
705 642 6
875 190 19
841 382 2
345 346 16
758 926 3
976 111 2
350 762 6
728 238 4
552 926 9
788 250 1
863 385 9
615 428 8
241 723 12
765 241 11
477 714 10
654 318 3
496 542 19
897 710 5
497 741 3
339 153 5
330 382 4
217 126 9
438 446 20
732 248 11
263 642 11
929 255 19
222 801 19
574 178 3
192 309 2
105 354 13
242 721 4
144 145 10
260 705 13
381 701 12
170 58 14
649 779 6
800 601 16
848 671 13
888 286 17
606 319 3
442 815 20
93 300 9
762 883 16
26 739 7
963 221 6
287 283 19
59 459 20
229 600 13
332 528 16
506 560 1
170 145 17
757 728 11
967 594 4
993 188 19
575 2 2
620 904 5
886 441 19
772 655 6
169 399 13
381 819 15
737 459 5
384 529 4
247 749 14
396 275 19
556 233 6
74 911 20
625 648 2
798 213 3
425 41 15
235 31 9
810 972 15
10 48 20
648 573 11
320 150 13
134 192 6
555 461 11
223 543 12
772 976 20
9 275 12
426 315 8
889 627 5
804 695 18
608 544 17
796 489 20
344 926 18
734 84 16
465 801 3
991 984 19
872 176 12
461 814 20
689 34 5
474 779 14
11 697 7
174 964 12
818 472 20
872 786 9
170 304 18
552 0 19
65 766 4
454 870 4
877 117 14
876 781 16
975 174 11
62 562 8
66 839 7
147 715 5
181 359 10
68 155 16
519 670 7
567 901 16
940 300 10
404 395 12
241 471 14
427 430 9
621 456 19
934 835 14
479 806 1
685 171 11
409 57 13
71 546 14
647 704 15
799 181 2
455 502 14
841 289 12
748 34 10
754 392 14
634 64 19
98 245 1
304 567 11
692 493 13
290 615 11
108 61 9
474 834 19
882 80 13
823 115 7
202 993 11
749 474 17
618 434 6
933 664 18
28 137 13
649 666 4
811 762 10
205 704 8
980 792 14
839 256 6
65 324 7
482 172 16
411 651 16
445 74 4
835 235 5
414 328 10
905 746 15
679 585 10
327 921 5
635 464 2
75 466 15
666 362 10
279 539 18
437 790 9
973 331 18
33 113 8
223 161 9
635 698 2
966 278 9
655 813 1
711 760 13
197 663 20
728 403 1
615 920 18
656 585 11
252 349 5
654 203 9
758 276 16
422 339 5
928 497 13
563 869 16
927 71 15
193 105 16
199 284 18
382 640 16
350 507 18
854 951 7
15 666 2
731 268 16
11 548 5
317 283 3
191 760 18
915 528 5
752 663 20
140 939 4
281 912 11
177 992 9
685 380 6
555 279 1
383 471 3
495 729 17
213 275 13
5 672 11
891 35 17
311 46 4
788 861 6
444 415 5
318 232 12
575 624 9
808 356 11
976 776 14
868 544 6
928 283 7
641 306 13
271 121 20
185 394 17
954 128 13
666 610 13
618 829 12
874 306 17
103 317 4
415 811 5
990 174 16
783 2 14
807 846 19
590 531 8
372 569 9
654 643 17
630 956 9
845 617 4
496 862 1
864 778 13
692 637 19
655 959 18
660 692 4
523 574 17
368 565 5
303 474 13
72 934 11
739 881 19
610 944 1
687 2 2
644 670 7
637 476 13
303 718 14
135 935 8
971 428 20
445 369 15
150 624 20
54 551 14
934 13 4
592 480 15
944 678 13
200 299 3
588 50 10
328 279 1
362 652 14
153 976 5
2 851 1
489 850 7
765 125 16
524 988 16
841 949 11
79 380 17
697 710 3
96 291 6
759 307 7
411 12 11
336 999 2
903 927 1
242 241 12
152 387 12
311 233 10
414 703 15
334 736 18
165 217 3
906 694 4
420 542 9
539 676 17
164 233 11
723 756 12
873 786 16
197 812 7
844 501 19
873 387 1
494 87 5
908 488 19
466 367 13
316 821 5
763 780 8
346 412 9
388 147 11
460 198 12
655 544 17
701 979 3
858 849 16
586 217 10
668 276 20
200 824 1
587 78 18
584 722 19
271 977 16
832 0 12
210 427 2
736 500 7
548 68 20
237 412 17
152 497 19
826 441 14
196 284 14
879 15 11
179 474 12
29 653 18
444 745 15
446 741 20
850 528 9
108 968 14
744 332 18
650 87 2
773 928 15
532 536 18
369 30 14
197 829 18
921 882 20
758 249 3
985 935 9
98 229 3
804 658 13
926 876 10
203 515 5
352 205 14
257 917 17
585 996 19
469 313 12
326 520 4
763 787 14
501 664 12
290 144 3
438 546 20
733 582 20
836 81 12
378 365 17
945 899 5
770 176 14
902 548 9
919 977 19
600 123 18
139 57 11
334 790 4
311 42 5
316 99 5
92 749 9
379 190 12
503 63 9
541 888 3
782 281 18
995 816 4
155 394 5
558 528 13
594 864 15
572 451 19
654 613 11
116 730 16
290 298 9
27 410 8
154 187 7
951 454 7
974 519 1
370 270 11
989 171 1
907 716 14
560 475 6
51 998 19
614 277 1
770 269 2
626 417 17
230 204 6
334 639 20
421 883 3
937 200 15
791 913 13
454 353 19
62 812 12
43 541 9
841 883 8
773 958 1
179 807 10
515 930 11
585 338 13
503 43 18
290 240 20
81 642 4
604 588 6
322 610 5
481 667 10
59 82 6
694 737 14
699 747 13
81 312 6
712 198 12
358 223 17
602 225 9
447 513 4
118 624 8
442 755 1
669 408 12
28 191 9
592 717 13
198 809 10
393 651 9
190 207 8
463 66 9
752 882 7
309 675 1
327 201 11
51 414 13
317 334 9
961 666 9
2 212 11
334 746 6
711 913 20
379 37 12
71 949 20
460 816 4
366 272 18
793 886 14
127 877 4
947 806 12
150 686 18
453 742 2
145 265 17
787 847 9
275 412 13
273 515 15
900 28 19
294 534 14
336 962 8
960 692 18
476 636 14
774 582 2
870 937 10
651 573 15
923 228 5
906 74 3
440 566 19
92 215 5
126 760 9
661 770 14
453 14 3
430 328 9
553 696 10
470 233 17
651 161 6
423 54 5
689 538 1
550 567 3
489 174 14
486 816 5
869 244 8
883 47 16
287 572 7
616 955 12
715 333 10
707 322 12
186 380 2
144 642 5
19 116 15
762 533 5
951 196 20
826 171 7
20 563 9
696 230 17
510 67 8
883 998 2
717 216 14
92 619 20
805 913 10
480 806 6
316 811 16
97 43 19
991 585 20
526 228 16
904 44 16
93 845 4
958 219 10
513 507 14
233 597 18
468 108 19
327 753 16
196 635 13
599 688 18
597 687 5
862 704 10
480 787 13
297 622 20
164 481 5
475 881 14
429 365 2
924 132 14
738 842 2
864 946 14
447 878 17
95 635 12
157 456 8
167 700 13
823 94 15
968 27 17
297 730 8
851 888 5
15 936 1
50 473 12
386 639 9
446 359 12
247 16 20
714 708 16
111 358 18
512 958 18
502 638 17
833 832 20
150 489 15
366 40 7
461 512 11
636 442 5
145 790 6
175 660 10
307 507 4
738 932 5
676 74 20
997 784 8
97 385 3
607 813 10
50 511 12
484 699 9
129 986 17
367 791 7
869 586 20
110 657 2
961 936 3
97 201 12
202 117 15
754 495 12
449 608 17
738 952 11
970 45 1
14 927 2
509 158 5
456 851 19
119 703 19
292 238 5
934 720 18
791 568 10
992 889 17
783 788 11
131 413 2
866 656 3
934 470 5
787 336 12
534 957 16
846 674 12
68 983 2
257 735 16
230 246 5
299 331 1
192 768 19
391 940 9
738 946 18
114 523 11
827 933 2
335 511 6
396 48 14
383 283 2
195 458 16
418 538 3
56 570 10
73 490 17
569 365 16
471 189 17
388 570 2
347 71 9
71 416 17
530 504 14
160 397 5
239 96 6
565 664 5
569 154 5
376 774 15
437 712 8
871 704 3
29 106 4
26 127 3
319 293 11
545 913 11
735 243 20
663 283 11
529 254 20
299 806 14
750 288 2
117 530 7
268 943 9
753 297 13
131 886 14
893 834 13
522 67 17
776 141 9
221 790 11
410 925 19
663 570 17
817 604 10
495 974 10
136 247 10
304 514 1
370 901 15
822 633 13
602 863 18
537 332 16
574 909 10
173 171 14
395 663 1
462 348 13
844 49 2
209 461 14
567 930 13
458 652 13
871 207 2
433 92 1
789 555 20
482 19 12
398 991 12
133 305 8
737 162 1
115 851 4
342 664 14
106 383 11
873 278 11
125 743 1
384 688 12
805 481 3
224 902 12
994 683 15
532 987 9
231 586 18
919 600 16
409 5 9
494 682 6
51 318 2
708 851 12
35 287 8
899 41 15
247 893 12
641 578 7
226 380 20
559 492 1
476 766 18
918 559 16
975 352 11
134 834 4
199 209 3
223 756 2
618 390 1
568 48 9
520 473 6
267 447 7
201 577 6
785 344 18
603 819 10
915 922 1
150 952 16
696 708 2
535 928 11
783 459 15
77 870 14
906 487 10
625 764 8
428 989 9
675 366 10
112 4 3
511 802 8
357 962 19
127 944 18
467 867 17
43 132 1
849 652 8
809 476 1
127 587 16
964 16 18
596 257 9
909 847 1
536 727 7
974 437 3
608 581 13
268 547 7
82 252 11
479 395 5
649 129 20
956 723 1
998 222 3
919 570 19
494 141 20
977 450 17
673 855 20
656 625 5
791 811 7
505 948 20
660 148 11
171 494 12
297 483 19
996 104 10
161 309 16
31 981 15
547 29 2
634 898 14
104 679 11
737 75 10
626 159 15
815 648 20
872 853 10
353 362 10
536 23 13
728 971 7
723 331 9
959 846 6
963 577 11
828 142 11
648 823 18
512 166 13
676 486 16
669 330 5
528 636 15
18 47 8
695 133 11
480 506 15
875 819 20
834 79 5
425 511 19
744 266 16
181 374 10
762 898 19
85 618 3
764 13 20
793 48 20
486 266 4
21 367 8
963 270 14
862 303 14
290 60 12
376 436 11
494 917 8
184 349 16
798 573 14
565 437 1
178 905 19
579 985 9
516 113 1
925 47 4
489 950 17
956 448 18
784 521 20
674 604 7
26 205 12
310 44 12
397 596 15
492 562 9
199 334 19
604 912 7
369 760 9
758 448 14
359 752 13
926 597 5
707 608 12
313 886 2
122 415 15
864 490 4
245 703 2
513 590 18
91 776 13
218 383 1
648 135 5
80 736 15
27 320 8
525 208 1
79 420 20
973 865 19
568 338 17
498 934 8
117 253 17
138 859 1
848 575 18
402 88 6
938 974 13
682 296 20
448 594 13
650 932 9
175 753 16
185 899 11
863 212 10
810 387 4
734 877 8
181 542 1
93 73 15
849 120 11
151 572 12
588 367 17
727 329 11
