5000 20000
1908 1718 26
2341 677 9
1453 1456 4
3654 742 21
2770 4829 24
2158 451 28
3247 268 13
3897 2495 2
2303 3836 23
3381 762 2
2398 431 14
3438 2929 9
4990 3047 30
2251 4434 18
1686 1380 30
1694 1408 10
1132 4196 26
1990 3017 26
4380 4910 24
3322 3615 4
3241 1946 3
1566 4998 11
3941 2159 10
3710 3460 12
2022 110 3
2359 2077 8
1136 308 11
1262 3173 17
2900 3265 29
1931 2101 9
1797 1918 23
4350 4716 9
2366 744 23
2792 4283 19
791 3724 27
684 4280 17
4616 4356 12
4827 805 11
2120 1338 4
4983 2589 27
4570 1627 30
2883 396 9
2665 35 27
4528 1704 8
3126 2509 16
3854 4565 9
1228 3039 21
4653 4362 20
2757 3361 7
3499 1742 17
4020 3436 19
1877 1418 17
1683 3545 14
2254 1558 21
1162 2018 20
299 2500 6
664 4227 17
421 530 13
829 4895 13
4493 2140 23
4121 4187 22
4049 1788 5
2977 2212 30
1486 3812 28
2209 2182 2
2166 4077 16
12 2142 10
2498 4633 2
2087 2829 19
3969 1338 23
1462 4457 25
4458 4851 17
65 2650 26
4270 4623 21
4742 1576 14
2529 1002 3
921 3367 29
3374 4568 30
3637 4908 2
2506 1786 24
4804 1585 11
4861 4580 20
3513 622 26
1810 4638 28
3630 303 30
1478 867 24
3670 2022 9
1835 1448 1
89 2139 28
119 4571 17
193 671 5
4314 3762 4
242 2368 16
3724 3085 18
315 3930 20
634 2529 12
4773 1160 12
1048 1698 27
1545 3810 3
2463 586 8
3292 2681 8
4114 3064 18
2993 1891 15
529 905 23
3686 2645 29
486 2697 22
4887 3246 26
2006 4765 1
1655 4364 19
2061 1559 19
4209 2939 7
1242 4137 20
1446 4299 9
2143 2611 24
1262 1301 29
1920 1600 24
3380 4404 8
2809 4086 6
2991 2432 21
555 554 2
3664 3029 3
4471 1315 2
4231 718 23
4652 149 20
4164 4964 19
1477 3372 11
4857 4397 2
2440 3736 9
545 1674 6
1641 2729 14
803 1371 6
997 4396 4
3481 3359 27
3423 3591 17
1810 1448 27
4272 1731 15
1780 2327 16
391 887 4
3053 3976 20
4320 4769 14
1512 2793 30
1956 1927 10
2465 3744 16
4384 727 4
2859 4955 8
905 777 13
2451 3329 15
4837 3164 14
4034 3489 26
3566 662 24
4607 2659 25
1906 4192 16
3934 3128 26
4705 3158 4
974 2382 4
4460 2528 28
2819 620 7
2351 4443 15
4912 4617 13
3685 1852 24
2218 643 3
1209 1160 7
4588 249 12
4030 542 13
30 1773 18
1013 4705 27
4335 4650 12
256 3702 15
4443 3939 10
632 4185 7
4126 3172 22
4876 1821 4
2499 948 10
3384 3387 6
1579 4849 8
607 3262 10
3550 1268 5
1800 3630 15
2591 2929 19
3753 3215 26
2076 1083 19
1528 197 8
4376 941 26
1197 1634 18
3515 3715 27
4949 4565 16
473 1302 11
2558 2306 5
2465 1099 14
189 2113 10
588 1317 6
4984 1052 29
3070 3597 6
1516 3024 15
4718 4516 15
72 87 3
4214 216 12
4942 3237 4
4991 946 3
1654 293 27
4591 1148 2
3866 330 19
4097 4477 5
2026 1882 23
755 438 7
2180 4895 20
2766 2415 24
2383 4876 3
2768 1400 4
585 3121 22
4730 2130 2
3903 909 7
1738 3978 28
314 715 24
886 892 25
412 4527 5
1580 4101 16
1702 398 22
2201 2473 20
11 2248 25
3240 2741 18
1858 740 29
117 2155 22
2491 2049 27
2540 947 21
3538 4396 20
3250 4306 11
4436 3708 12
2163 1390 1
1126 4197 11
4423 199 15
148 4098 5
1941 1482 12
728 4841 4
1839 4541 7
4211 717 17
1312 219 2
1734 2850 18
2825 4717 3
2923 1306 26
1854 2120 30
2322 2323 11
1414 1879 11
4011 3922 27
4534 4806 26
3780 2580 12
3558 3133 24
1481 4366 22
270 1851 7
526 3807 3
699 188 12
3433 3670 7
4102 3551 24
1791 1600 10
3147 4586 26
4048 512 3
4661 503 9
1306 2235 8
4810 4781 3
4130 4725 22
974 858 29
3878 1121 2
3324 4494 10
4952 844 23
2454 1564 18
2106 749 17
599 1860 30
4358 4103 23
2303 430 2
4407 4121 21
3053 4694 7
222 2220 23
1515 4366 9
4489 2917 24
2372 3933 21
4601 4330 20
4946 2465 8
2842 1000 17
731 3301 17
3040 4506 23
4012 872 11
3830 834 16
4094 3917 5
3634 896 13
4457 826 18
4747 3268 26
4469 593 1
3489 1468 28
1541 2868 13
4076 2165 27
1103 360 13
1691 1936 14
1288 1125 28
3591 380 9
4434 3907 23
3614 1060 7
4012 2481 6
2483 2931 15
3333 1815 9
3019 612 18
689 4832 11
1608 3212 5
3133 1148 22
3187 1572 7
1042 233 8
4450 3552 9
1286 887 13
396 1299 3
50 1360 24
295 1342 29
4944 1604 14
3916 3311 2
469 4986 7
3994 1706 23
3441 1055 9
1688 1720 11
3147 4986 13
1684 3604 4
4563 3890 29
2516 2795 2
2201 3274 7
1113 2894 5
2432 4345 10
1415 4287 14
972 4859 8
2024 505 3
3989 742 21
3415 2612 4
1516 1104 6
2052 225 20
1982 4828 1
3060 2279 3
3140 988 4
3938 2662 24
3885 577 25
2951 406 27
2881 1204 3
3300 4538 13
797 2939 2
1171 2629 11
4004 4980 13
2454 265 1
784 1866 4
417 3548 26
3077 461 26
4445 1745 4
2456 4468 20
407 2395 9
103 4213 12
3532 1287 7
3603 1145 13
2089 1289 18
4464 3187 23
1578 3423 19
2207 2891 3
4902 2606 16
1322 1487 7
1531 3906 7
1147 3416 30
2847 689 28
1712 2502 27
278 678 29
2744 296 8
4223 1362 19
48 3830 13
3359 4436 8
515 4630 9
2181 3018 12
4991 1459 15
3706 2843 25
1316 4869 28
4184 294 4
3907 2383 23
2968 3465 23
1388 2143 29
2181 1850 4
4997 2822 1
1454 99 2
938 386 5
970 1204 7
4319 4046 21
4573 714 17
1561 3186 20
1889 2484 7
3078 1746 14
2704 1674 22
3217 1799 1
4288 2415 1
4543 4216 1
3845 2682 25
1649 3962 20
4007 2535 1
389 515 3
2488 2271 23
1168 3361 30
3293 2715 4
1797 2942 11
3580 4246 13
3615 860 19
3187 4299 5
3579 3294 4
796 1663 28
2164 362 11
3623 4138 22
3975 2280 9
2496 2896 4
1810 502 24
3383 4224 12
347 2933 6
1780 3977 23
4445 2775 19
762 4206 9
614 3555 17
1163 1232 10
4458 1570 15
3814 4748 21
2224 2666 20
2276 4975 16
1979 2096 6
3671 4976 2
1491 2578 22
1959 467 8
4442 1933 1
3167 4973 20
3376 3969 8
3653 294 7
1821 1653 2
4855 2800 27
4854 4601 30
3482 3444 29
3620 4417 19
2604 4265 29
3089 504 23
2861 2913 2
1210 3599 20
4054 409 2
4910 3971 2
254 3118 5
4970 4581 14
99 3098 25
2606 2809 6
4438 2654 11
4489 1916 18
520 2498 10
2648 1104 24
4907 1489 7
1507 2366 27
3709 1942 30
1833 3293 16
3861 1131 22
4525 2950 10
2303 3389 27
4025 1316 12
2274 375 23
4333 669 6
1330 2612 23
706 4658 19
1511 4788 1
1574 3584 16
1308 2552 23
1110 283 16
153 4707 19
293 2710 23
223 4089 6
1899 2400 5
3829 1789 9
4885 694 17
4310 3448 12
3162 177 18
2248 3808 13
1596 4932 15
3890 2192 11
1770 814 7
363 1169 26
3771 4438 22
3668 1023 27
853 2204 28
521 2204 21
684 2711 4
3917 3936 22
693 215 7
2618 1479 23
1283 3283 13
3432 3117 19
1188 1414 6
4771 4295 20
4757 451 16
2383 361 6
1144 4688 15
2595 2132 25
2061 269 25
3204 2733 28
1547 1231 26
4207 2369 26
1688 2279 10
2773 649 8
3868 3052 28
2198 1597 23
2722 3767 26
431 2935 1
737 509 14
2754 3236 27
2447 2653 26
1604 4641 25
1112 2394 15
3554 2777 24
1712 1496 26
525 3634 3
4220 4868 6
3986 1832 4
4909 3727 19
1510 2886 25
3630 2237 25
1811 1778 5
25 4639 15
2808 3902 21
6 3643 30
3906 3373 25
4120 3247 14
2314 1312 29
742 1341 17
1270 1144 24
1726 3482 8
4102 1974 13
3137 908 18
1146 223 24
3602 2465 6
1905 1925 12
2455 4722 2
280 2311 4
3601 4195 29
4401 4293 29
3277 3574 24
2446 496 28
4958 143 3
1894 4566 20
55 1312 4
2533 4411 10
3010 4220 10
747 3111 23
1866 1251 27
2831 3297 5
1737 4971 29
2808 2050 26
539 3669 4
4602 2830 22
1860 2386 21
1049 2779 14
338 1751 27
3734 2135 2
2587 3472 20
546 1907 1
3689 1867 12
443 3424 12
3210 2728 12
4214 1062 28
1378 29 25
795 1871 20
1715 4398 2
1610 4413 18
2306 183 1
33 2467 17
2310 2312 5
937 477 24
2194 3206 6
4069 4463 6
1348 608 13
2381 1727 11
518 4240 3
2201 56 10
4575 911 2
1622 1615 27
3975 2790 26
458 1126 21
3403 1635 18
1498 1663 9
4409 4731 27
1078 2243 25
3862 3350 24
2412 691 29
3567 3491 19
2761 4920 21
3896 921 12
1681 4126 27
3725 1323 14
1639 93 15
1339 4261 19
2526 81 6
3431 2370 13
2003 2681 9
1158 3906 1
3837 4039 13
1521 2276 23
1760 1605 2
3047 1901 24
30 3482 6
4183 2813 23
118 4115 3
2284 1788 23
2436 1935 6
4514 3593 11
1108 680 10
783 3508 28
492 1831 28
416 685 4
314 14 18
3570 1834 10
26 2572 6
2848 880 3
1169 3674 21
2044 3573 7
300 3274 5
3764 2254 23
2376 4733 14
3489 3620 4
85 53 30
649 936 12
4535 3782 27
219 1731 29
4907 4664 6
3498 1275 3
3430 3821 25
1913 4336 2
951 1084 8
2560 1797 22
57 2628 21
1723 4536 17
612 2635 14
4440 1259 12
3936 3689 3
3844 4979 9
1059 4491 24
3057 4435 22
703 2116 3
3193 2860 27
3862 3438 24
659 2482 5
4733 708 27
3131 2010 29
3390 4900 14
4923 1449 25
182 4304 22
3290 2119 20
1199 4560 12
4274 3850 11
3261 1537 7
253 1784 8
1259 3917 3
1718 553 26
3921 958 28
631 1409 15
103 4763 24
1501 4924 17
2656 2931 25
4684 3476 19
4857 9 29
4777 4878 12
4979 4745 14
3765 630 20
1545 722 9
4096 2372 10
4943 4558 4
4119 4352 11
3229 2910 6
1070 2278 1
3792 4050 11
3438 2085 25
4226 680 30
3300 568 25
1548 4553 4
1666 2615 11
2734 650 21
4581 2998 20
3749 1178 8
3205 3866 6
1 2706 17
4808 442 20
755 2137 16
465 1295 10
2029 678 2
4307 4102 17
521 1090 9
2339 2892 15
2506 4980 29
4145 2598 19
791 1042 21
1746 2793 8
1149 3365 4
1060 216 24
2927 22 17
3002 458 27
3829 257 22
3784 1366 13
1435 4648 15
1678 3675 10
4741 1874 23
2802 1895 14
4071 1881 2
2675 20 19
4004 4225 30
4037 743 8
4802 1221 25
109 4876 29
2632 1234 15
4172 2577 7
4851 2470 28
4490 3195 19
3904 374 12
596 64 10
374 3600 22
3508 1801 22
1847 1300 26
3573 2893 30
557 1115 10
2617 4351 2
2966 2140 17
3001 1480 7
2960 2317 17
1478 250 15
4857 1976 2
1513 1822 29
4987 181 25
1876 2494 7
1652 4976 23
3389 2006 6
3238 1483 23
4061 3565 15
4458 3769 22
721 1594 11
2708 1494 5
2849 1032 10
2711 4901 23
3065 2859 16
1841 3201 23
3676 2939 26
3601 4221 6
676 4771 13
4659 1599 11
2114 4697 23
570 1298 14
1305 3879 18
1010 1207 17
2269 435 30
412 4102 9
4293 1722 1
1550 1238 23
2245 1973 14
3256 1698 3
4508 2099 5
1298 2031 4
2749 4688 29
4369 1496 20
4309 302 14
2883 739 12
358 1051 25
2803 4284 8
377 3715 12
1505 684 27
1421 2765 14
3941 4800 14
2035 2 30
2070 1997 2
2327 1008 23
3507 4457 13
4918 4531 3
2196 4342 25
3967 4719 11
1675 2831 27
1744 4512 12
4224 504 13
1132 674 20
2687 3887 8
4505 3901 21
2152 1394 1
3670 4233 30
2604 73 24
44 4680 29
4005 1613 20
2213 608 14
3344 4480 3
1745 4663 9
886 3284 14
4202 3989 1
2510 3238 2
2493 1585 6
2640 1643 18
2343 1644 22
2693 293 3
1435 3299 7
1052 2190 24
4714 4458 1
4929 1226 4
951 349 25
4059 972 17
1168 1665 27
3418 2269 17
1742 3662 16
228 1350 5
2101 1876 17
4102 2897 4
4659 4180 29
3196 1127 24
1353 2362 12
433 214 8
4354 1260 22
454 4108 10
1040 441 22
691 4311 15
2891 1125 14
2785 4452 26
2884 4525 2
3107 54 29
4588 1926 21
53 3879 15
1275 1334 26
897 1160 6
2241 4507 29
1580 4311 28
3708 2878 23
862 1126 29
2463 4145 7
1716 2754 29
217 3344 21
2474 4373 15
1351 3212 29
306 4469 3
3741 3705 10
4652 4696 19
1007 4938 25
3579 611 20
3386 3853 28
3154 2418 26
3714 4231 7
836 605 22
4425 1640 20
4246 1822 28
4072 3488 18
2888 1950 9
309 3440 24
1799 1650 7
4905 638 1
782 1517 18
342 941 8
1332 3589 20
3330 484 7
1218 3531 5
402 2137 26
3846 2154 11
372 4510 23
1477 1735 20
2559 4672 27
3869 4701 18
1747 3286 16
2540 3974 29
2276 1603 18
787 216 22
4983 3013 3
3926 2834 20
340 1179 4
3375 472 28
1799 3778 25
261 1061 20
2483 1481 29
3347 1660 27
4231 3847 10
4871 867 21
2731 1554 9
2664 2094 4
1817 1313 24
1081 2477 26
3882 3262 9
2992 1570 26
3912 2963 23
3263 595 21
1477 4075 20
3653 2897 28
276 1863 11
1407 3739 17
2013 2192 11
334 3741 14
1913 2109 24
243 1402 24
3138 3568 11
4537 2538 28
3108 2958 21
546 1303 27
2887 2624 28
3864 3858 14
2674 1581 25
2744 3814 10
3271 147 1
2957 3042 21
1539 3712 30
4335 1432 18
1840 1296 26
1297 3488 25
973 1847 8
2705 580 16
1011 2513 27
4125 1108 25
1955 1729 12
3887 4184 22
3949 3473 20
2928 2024 27
447 1441 26
2613 3349 7
4990 4854 2
1334 4470 12
1288 1669 25
3032 810 14
3421 4747 22
2798 4012 17
1389 2446 26
518 3451 8
1736 1920 6
1124 2874 26
1803 2244 10
2725 3295 19
1953 3965 9
1640 3577 21
2885 1897 24
1246 1149 27
1915 4715 25
772 3325 24
510 1888 5
3644 2896 13
3151 38 18
4159 1675 14
1276 3084 11
3310 4315 10
2217 2190 30
3897 4812 9
4385 2890 29
310 1726 20
1914 4275 16
1364 2143 12
3707 3711 30
1975 1480 6
3237 4975 27
4200 2247 20
2227 2819 21
474 58 23
3321 3397 28
2054 1693 17
41 4453 10
68 368 7
1561 3073 15
4554 1666 14
837 219 1
4739 2151 18
1272 1575 2
2156 4460 26
3387 364 1
3068 1644 15
2489 2552 13
1607 4406 24
3280 2864 22
3923 3620 3
3677 648 19
3665 3494 30
221 4012 8
2278 552 10
4531 3832 22
342 586 18
2250 3933 8
3099 3479 11
1223 3628 24
692 201 6
420 359 11
4217 1001 15
2144 1106 27
2105 762 10
881 49 29
1143 3749 3
994 1671 2
4131 3415 13
1817 589 27
1779 2117 17
1192 4898 21
4683 1716 28
4328 1076 10
945 3272 10
1692 4543 28
4235 2100 27
2019 2341 15
3203 470 30
3560 2747 15
3082 2009 2
4660 4022 14
4660 422 26
1664 4988 8
224 4076 15
3582 2861 8
3204 339 13
1188 4139 21
4880 1358 23
3942 3321 4
2265 4591 18
4524 1117 9
153 4331 11
2066 3956 1
2612 3043 12
290 2287 18
1038 1471 12
3448 1311 2
2145 4391 15
4384 498 20
4590 4848 13
3430 2304 7
955 2474 18
4868 971 13
1600 2690 30
2285 556 13
555 2674 12
771 2747 22
4414 3160 5
4796 3135 7
2164 2511 9
3310 1452 4
3293 2569 23
4648 2676 16
2366 2117 20
110 3973 11
3440 4427 12
3805 4836 20
4588 1957 23
3593 179 22
4141 4961 2
3906 4589 2
4383 4214 26
896 3520 22
3252 1305 12
4755 2792 15
3653 4806 12
488 2482 2
3937 3233 17
2597 123 18
252 4677 27
2001 1761 17
4523 1719 22
3157 2660 5
3448 4065 10
2747 1550 2
2462 430 24
1272 1175 22
156 2508 24
4925 2224 28
3715 410 11
2372 3329 4
3193 4238 18
1205 2025 19
2448 1311 6
1549 734 16
1827 1129 21
2704 1578 25
3355 3085 20
4252 34 4
168 1393 2
4058 3875 14
3616 3194 11
620 3076 23
3625 3013 29
3739 737 3
656 3234 20
1475 281 22
2605 1067 10
947 4426 1
2092 788 4
4857 1628 25
3501 2829 23
2328 129 6
3081 1704 29
299 3715 29
1613 1437 16
2030 2694 6
3447 2659 23
3932 1361 27
2635 2562 18
4885 3320 21
4118 3250 7
87 1742 11
2802 4575 26
3484 4943 27
1593 1108 4
955 1274 18
2060 4789 9
4340 1222 1
685 1963 17
3693 3489 6
1530 3104 29
3725 1413 10
537 3249 20
3175 3244 12
278 2031 7
2548 1223 27
2080 445 17
1482 3303 28
805 3373 9
727 153 11
4724 1577 10
4963 2318 22
4995 3748 9
4243 1670 28
4539 724 22
2429 4055 2
959 2052 29
2431 1023 22
4562 4890 17
4382 3715 18
1427 345 8
1820 1582 24
4161 3838 22
2707 3983 2
1621 1134 25
3178 2749 30
1996 1189 3
2927 935 10
4676 2810 27
93 3148 1
2847 1700 19
4945 2849 29
3707 626 3
360 4301 12
928 3123 28
2479 4009 12
1628 4410 1
3408 3094 27
1707 1516 24
1833 1892 17
4403 1895 28
1948 4357 13
3053 2637 28
4861 4493 30
85 353 29
3934 1799 9
758 3499 13
353 958 16
4882 4926 24
1432 3598 20
1761 2319 13
2506 3972 1
4512 1124 12
1460 2066 21
3977 4319 18
1307 2084 28
3097 3985 21
1555 3046 20
2243 2788 2
4980 1316 12
1056 4000 6
1034 4953 1
2369 4572 22
2114 1287 17
2586 3025 5
4046 4636 11
841 3584 4
1288 1547 12
840 530 8
2449 3704 15
2501 3987 30
1364 1899 2
3931 1358 19
3039 266 18
3217 3871 30
395 380 27
1771 4679 10
1813 3868 13
2451 2109 20
1816 4775 12
3987 2176 22
498 4681 21
227 3481 8
1104 2302 2
4758 2739 7
1667 3163 13
305 2320 4
3290 4427 18
85 1089 27
1482 3162 12
1557 3716 6
1084 226 24
1417 1891 23
4020 268 3
3695 481 5
3713 3144 7
1187 2040 21
2255 2461 13
1350 2774 4
2372 2634 11
1743 4378 22
3624 980 30
4703 4376 10
2909 4109 16
4732 4818 3
1651 3769 22
1161 4372 25
3134 4019 6
4581 4590 9
1055 4111 3
2713 3128 23
3656 2042 18
41 1988 21
4262 2264 1
1415 3237 22
3640 4132 5
1165 2956 30
1247 1592 11
1979 1577 21
1772 3930 1
1886 4595 20
1126 2584 9
1574 971 28
52 57 10
4423 60 30
1061 2653 8
3287 4411 5
1094 3021 29
2987 384 29
276 1228 21
330 4977 9
2482 1798 30
2043 4787 29
1171 3410 4
3151 4703 8
1376 4654 15
122 1487 26
964 1601 29
2291 812 28
3348 429 12
2619 396 18
1562 2009 10
2859 1148 28
2744 2086 3
4337 2090 9
3842 4453 18
2281 675 5
1869 3943 10
609 349 22
1375 4146 14
1165 2712 20
825 4525 26
1050 1836 19
2509 471 9
4182 1723 9
4488 1450 9
290 909 28
4763 3329 1
3569 2216 15
3291 4911 17
1551 4814 26
2850 4624 30
4801 4605 20
4417 2907 14
2628 4421 14
4543 565 19
401 4387 15
2007 3677 25
3880 2644 4
761 3588 7
4355 2859 29
249 2554 14
1163 2581 18
1620 4124 9
4981 1690 24
602 1317 17
360 3367 26
599 4826 20
4869 2340 3
3307 4507 30
2996 4845 14
2490 1346 18
3170 2049 30
1696 2646 17
4937 1740 23
928 3739 20
209 721 8
4607 1713 28
4484 3693 26
3164 25 6
2205 1429 13
2014 3142 3
363 2732 8
767 1991 25
423 43 2
919 1072 12
2372 482 2
1430 3969 14
4387 4930 3
4843 442 30
288 3173 20
1357 4423 24
3980 1341 8
3235 1882 17
3442 2547 23
1110 2548 1
677 352 2
555 716 16
3198 1630 18
3839 3511 30
3615 3026 3
273 141 11
3085 1098 27
610 3955 23
86 1201 5
3382 3561 16
1929 4274 29
1247 191 12
156 1842 30
2628 1817 5
1030 524 6
1782 2389 10
4136 1944 7
306 2707 4
2979 891 29
1844 1683 24
3608 16 25
4842 2336 23
2736 3352 8
2046 3131 21
636 4164 26
3413 3415 16
3292 4868 20
2839 4203 6
3577 1964 19
2773 819 27
2639 1426 18
2866 4987 20
2797 944 30
1281 180 4
2122 288 13
1728 2474 10
792 3250 1
4131 2508 6
657 3154 10
3865 2308 30
1722 3609 26
4145 3527 22
214 3612 27
3223 4829 14
4912 1537 28
4818 3151 25
2324 840 25
4827 631 13
1038 4459 19
897 4593 7
1645 2098 21
2871 1742 19
2981 3758 28
1663 1897 28
519 3497 23
3376 1566 26
4382 866 19
3965 4790 9
4321 3872 19
309 3070 11
858 467 10
111 3064 12
869 4124 8
4228 4244 3
3384 2704 20
4034 3710 29
484 1694 1
119 3647 19
247 3644 22
1732 1107 8
214 898 17
3568 1871 6
178 1484 22
2002 394 11
4453 1642 20
4269 603 17
3678 4156 6
4299 2821 12
3513 460 27
1190 4256 14
2972 3897 3
913 3758 14
3077 1465 4
2951 1502 25
1407 4183 20
4437 4258 5
1826 858 25
3053 247 14
38 175 10
1553 4094 26
3966 3355 5
4742 3714 16
4269 3414 11
3195 3164 28
3278 1479 22
1518 2114 7
274 438 24
4234 135 23
2633 4363 24
990 843 19
1347 1653 9
1442 3282 25
417 1724 19
340 3257 25
1403 76 24
33 2141 30
3176 181 11
4804 2606 25
4714 3501 15
842 3973 13
1570 528 21
4058 761 5
706 4644 18
2819 1018 8
3033 3609 15
4528 2171 15
2931 2100 24
1445 3036 7
2046 3380 3
3219 4245 19
80 713 20
1477 471 15
2067 2534 3
3788 682 11
137 3007 27
2265 454 26
1086 4497 23
3269 358 23
2330 697 28
3012 130 8
1322 1327 6
3789 1516 9
1147 2567 30
3955 4300 28
2311 3297 13
4155 2970 20
71 1285 24
390 2289 27
663 3411 29
3435 3385 4
211 3663 22
3427 2482 24
4927 3632 2
2359 420 19
3888 822 2
3412 1419 11
1909 803 14
2650 2938 3
1924 3936 25
968 2159 30
879 498 3
690 3657 11
1782 4007 15
982 783 6
3816 2793 8
4262 1403 30
4206 346 1
3210 1848 17
2367 1162 3
1443 4131 17
3980 2799 30
2244 1401 15
2007 113 6
3540 1600 28
826 1070 2
4958 3874 27
2206 4314 12
3967 867 6
1976 1352 17
2874 2047 17
195 377 13
2569 2056 12
2000 2499 20
998 4678 15
3827 3712 12
189 3267 28
3331 2617 16
4890 323 18
4918 2904 4
2350 2051 23
2879 251 22
2738 2534 8
4841 1140 10
2204 459 2
3642 958 24
3584 3177 2
505 577 17
2606 2363 30
638 2601 14
3587 4378 28
1669 3953 6
1667 1332 5
3450 3452 1
3382 2863 26
4609 3325 30
2946 4972 4
2272 2481 9
4757 3727 15
3294 4520 27
1682 233 11
35 4025 9
188 788 4
4311 768 17
4556 4668 24
213 3155 30
4372 4561 6
1779 2933 13
3054 3639 5
1145 1935 30
2267 3414 19
3348 4616 1
2353 1129 20
181 4797 27
4013 3923 11
3139 937 14
4357 3542 26
2872 2730 3
2559 4140 13
2647 766 10
2041 743 20
3101 2815 3
3253 233 5
671 339 22
2318 2474 7
4615 1256 30
329 2413 21
39 4978 22
3863 4532 17
3086 4362 18
1125 1173 7
788 4040 5
3985 2286 11
4838 3091 8
3471 2114 14
3226 3925 26
2101 345 4
2484 1891 4
3425 2785 2
2493 1084 13
496 1082 29
195 3193 18
2484 2302 19
3051 1051 13
1633 4108 26
4277 1097 1
3059 4424 7
2824 1324 11
1869 4079 15
3177 4267 14
513 4052 24
3448 1588 28
582 2391 23
991 4189 1
4613 2081 24
2987 4732 26
16 2749 13
1174 3171 7
2696 4899 7
1409 716 6
4522 4859 16
3561 3357 12
4275 3502 3
2494 3453 23
3869 4205 24
4766 1847 10
2464 1084 5
4430 2835 25
4738 1380 17
4082 2149 22
3458 2084 14
251 2878 6
2894 2235 10
1031 4995 2
674 3813 24
2065 4575 26
1198 1402 13
2832 2430 27
2189 3292 21
4281 103 4
1450 2343 13
1177 2337 13
2835 3107 18
184 3012 28
3251 84 12
3697 1163 1
4782 4932 30
3266 2020 13
1038 2145 28
1558 3719 1
748 1297 23
4202 3102 26
27 1941 21
2579 3448 20
2780 4760 13
3006 2941 1
2430 2747 29
1544 2341 14
1854 4485 11
4000 3132 21
205 3871 27
92 4624 3
1588 2737 19
4009 3180 30
2239 0 6
1591 3198 14
3710 1844 7
1179 564 2
327 4291 7
3629 1897 2
2444 824 1
1633 1329 9
4034 1872 12
2990 3352 28
4782 3086 18
2404 4906 10
3718 3390 16
4451 615 24
2555 1231 15
4296 1702 24
4311 2023 13
1023 4851 8
2440 175 18
14 4191 17
1096 1463 8
3146 2732 28
1609 4433 7
1174 1410 16
1245 4118 11
124 4636 10
4046 2621 17
4258 41 29
1220 1501 24
3375 23 22
2682 4322 24
908 1179 11
4964 4988 11
1129 4500 23
4673 4318 1
215 3791 4
4072 790 17
3561 3765 23
2525 1445 1
