1000 5000
416 355 6
432 653 6
224 363 2
313 769 3
716 254 10
566 83 6
348 966 10
654 962 6
62 888 4
379 560 5
627 366 3
712 912 1
988 660 2
416 303 3
285 209 10
608 813 2
761 709 6
524 938 8
289 128 8
682 278 6
115 901 7
32 560 6
2 75 9
967 858 10
570 901 10
362 892 2
707 761 10
532 797 3
911 786 3
552 646 4
385 169 7
378 706 7
183 252 2
168 196 6
320 930 9
184 204 3
834 964 1
248 570 7
630 465 4
509 283 3
319 471 1
488 354 2
724 200 1
41 511 5
0 548 10
162 311 8
67 270 2
248 12 5
98 502 3
530 471 8
68 411 1
345 171 8
279 120 4
61 272 1
497 872 9
431 651 4
946 791 5
363 312 2
890 135 10
154 702 8
342 487 4
788 131 8
237 496 1
456 141 1
249 944 4
783 921 1
237 188 6
168 256 2
800 229 5
719 572 8
50 439 2
119 352 7
398 442 5
145 367 2
263 796 1
663 816 5
103 773 5
370 188 5
685 896 5
461 962 3
289 331 8
823 809 6
33 366 1
838 392 9
69 615 10
579 87 2
443 353 8
474 598 7
503 947 6
602 452 5
332 129 3
43 844 9
293 592 1
406 879 6
839 136 1
712 974 2
244 130 6
771 58 4
101 233 1
587 681 8
364 301 8
860 911 4
273 207 9
43 45 3
59 342 6
145 615 10
285 490 7
194 597 3
828 635 3
632 514 2
849 200 10
564 102 2
602 537 4
190 245 8
498 851 6
181 953 6
213 287 5
752 8 3
469 256 10
257 72 7
743 453 1
933 476 3
537 489 9
686 161 3
204 109 2
82 224 2
706 273 2
417 976 8
390 887 8
607 661 3
259 965 4
386 883 7
719 257 2
969 644 4
756 974 8
881 479 4
242 571 7
706 186 2
834 436 8
795 401 7
668 838 7
612 535 10
760 557 6
954 215 9
257 392 6
621 384 6
771 947 6
463 725 2
423 252 1
344 736 2
664 428 3
73 356 2
620 618 5
238 373 7
552 976 8
326 428 5
897 270 3
732 47 4
967 256 7
273 25 2
96 750 10
361 523 3
919 580 3
889 696 7
463 36 5
715 74 3
364 950 2
449 785 9
39 474 10
461 470 2
246 157 7
735 923 2
872 346 3
224 899 1
945 222 2
513 831 8
549 542 1
408 416 7
670 256 3
402 428 3
983 432 4
599 211 8
218 657 6
791 867 1
922 379 1
330 399 8
417 955 9
568 637 8
725 28 6
52 334 3
949 816 4
696 382 6
386 704 10
674 274 9
116 450 10
665 406 7
591 436 3
783 228 7
24 219 8
484 794 4
730 528 6
442 536 2
101 370 4
751 991 3
594 898 2
880 485 8
418 944 2
15 584 4
811 613 10
128 235 3
517 747 10
611 32 9
714 918 7
641 488 2
169 339 9
612 914 9
652 599 9
421 283 7
137 20 8
478 218 9
554 142 10
6 238 7
451 272 6
615 348 10
194 517 3
867 249 6
304 536 2
568 952 9
691 602 6
156 515 1
258 747 4
717 795 7
873 73 1
484 94 2
728 994 10
304 284 5
993 19 1
213 290 7
508 304 7
607 475 2
536 97 2
766 280 9
896 771 8
434 936 9
453 273 10
69 120 4
736 924 6
417 428 9
109 552 9
27 952 8
320 499 10
998 783 6
448 681 8
216 942 9
617 969 4
531 736 5
403 172 3
292 930 2
904 533 7
428 142 10
203 319 6
402 977 6
982 67 8
999 388 3
654 86 10
952 684 2
12 40 7
220 278 8
381 223 6
874 291 2
530 366 4
250 403 6
928 893 3
605 436 7
386 952 3
493 441 3
973 93 7
122 701 6
271 594 4
463 947 4
816 851 6
422 227 3
279 338 9
271 474 6
170 854 2
931 860 7
478 816 7
48 151 7
631 635 2
380 971 1
161 603 4
611 871 10
631 12 10
199 969 3
135 92 8
776 7 8
184 708 6
108 99 4
59 978 3
461 188 3
50 546 8
929 858 4
126 799 3
745 741 6
971 152 9
407 217 4
562 790 4
912 670 2
598 652 10
264 712 6
615 345 8
105 773 1
663 302 10
142 175 6
660 226 9
195 221 5
962 323 8
84 610 4
532 722 6
248 404 10
362 193 9
576 779 2
404 842 8
703 650 4
426 748 2
102 841 4
280 358 1
223 873 8
292 325 3
221 793 10
936 288 8
11 731 2
931 51 3
547 5 2
683 429 8
153 197 4
470 558 1
87 83 5
450 643 7
626 967 9
571 129 1
135 161 5
601 585 5
868 418 1
23 560 8
11 804 7
804 725 2
205 987 4
858 387 10
927 199 1
635 956 7
837 458 1
568 513 8
515 330 2
358 499 6
724 768 9
799 381 10
407 342 4
903 518 10
841 18 8
166 299 9
513 79 6
999 545 6
363 961 10
434 677 1
407 676 10
372 266 6
35 276 5
461 180 7
589 226 7
764 446 6
370 977 7
885 451 10
343 287 2
992 466 3
5 204 1
610 711 9
915 946 1
736 871 3
843 687 2
114 122 8
505 880 10
721 916 4
413 539 9
652 741 6
920 756 1
883 395 1
697 791 4
431 167 3
467 462 8
754 831 5
206 8 2
273 268 2
502 688 3
235 947 6
45 288 8
750 268 1
698 58 3
86 970 10
100 463 2
775 730 8
141 55 3
455 97 2
565 643 1
285 713 3
487 28 9
865 930 5
919 687 6
891 461 4
538 275 2
738 38 10
966 605 7
949 102 6
51 420 8
677 1 8
606 996 7
699 346 4
873 220 1
110 114 6
408 941 9
567 928 8
864 366 8
896 156 4
8 490 9
752 895 1
252 903 5
298 292 9
471 808 7
677 768 10
73 499 5
237 557 7
119 430 7
295 639 5
635 580 9
962 469 8
425 706 10
141 825 9
331 464 2
63 954 3
480 650 3
868 559 6
702 472 1
515 195 8
984 413 8
13 584 6
925 519 1
266 918 10
323 69 10
996 969 6
274 554 9
918 498 7
702 869 10
466 39 7
780 44 7
37 127 10
531 558 8
588 690 10
953 654 10
403 745 2
293 181 1
939 233 1
111 129 6
64 992 6
395 310 3
49 542 8
379 408 6
673 590 8
43 628 8
91 397 2
536 351 1
687 848 3
231 472 8
62 100 2
779 291 2
818 466 1
679 232 3
126 818 7
231 538 5
269 872 9
956 795 7
708 545 3
584 490 6
619 330 10
283 499 6
759 431 8
922 350 1
750 887 2
404 436 6
391 687 5
278 902 7
978 328 1
577 730 9
825 12 10
317 185 8
887 921 2
989 631 8
428 685 3
325 975 3
356 155 5
684 403 5
748 53 3
174 84 6
224 337 5
678 837 1
803 361 7
549 842 7
61 353 2
547 541 2
253 926 2
943 610 8
412 659 4
250 953 2
969 166 6
516 799 4
486 539 1
7 0 4
51 230 3
117 68 6
179 444 9
818 835 1
497 580 6
50 127 8
130 672 1
787 516 4
957 99 10
238 143 7
222 976 1
717 681 7
127 504 2
67 207 4
194 443 5
968 691 10
701 304 10
47 737 6
328 680 1
339 558 10
83 177 8
5 319 3
59 259 4
443 160 3
481 421 6
213 856 3
115 362 8
640 393 5
787 921 7
540 159 4
687 370 3
219 211 6
928 753 9
692 531 3
251 224 6
818 575 8
881 565 8
114 763 10
296 9 6
473 419 8
890 589 7
630 799 10
240 372 4
645 388 9
771 381 3
99 528 1
486 893 9
923 800 2
153 189 3
995 516 2
640 143 9
833 117 1
868 449 10
124 185 6
591 1 8
63 307 8
327 551 9
980 643 5
808 834 7
368 247 4
244 303 10
41 967 8
414 523 4
427 93 7
629 938 8
829 822 8
551 921 5
973 265 4
992 309 5
338 115 7
502 385 10
858 114 10
707 350 1
76 135 5
744 670 3
848 842 3
825 582 5
768 322 5
674 16 3
531 475 3
153 509 2
273 878 9
237 153 8
217 482 3
281 558 6
288 351 10
997 474 2
5 502 8
263 116 5
534 540 9
112 243 8
516 77 4
148 813 8
489 622 8
837 534 10
491 832 9
487 305 8
545 536 10
608 388 1
102 358 7
305 291 10
261 825 2
43 576 9
414 670 10
3 307 2
808 91 6
308 771 4
743 921 2
111 754 3
895 40 5
550 901 2
91 461 6
969 742 3
868 568 8
633 626 6
952 857 7
972 723 1
90 129 3
402 491 6
744 534 7
85 715 7
726 162 9
667 467 3
635 17 3
467 155 9
330 829 5
508 386 10
156 961 9
965 20 8
863 538 2
268 387 4
673 404 9
592 581 1
700 155 4
643 857 4
748 611 9
297 855 5
483 103 8
398 577 1
633 144 5
197 299 8
970 469 1
597 274 2
268 859 2
712 684 7
437 439 9
839 639 8
554 0 1
110 94 7
488 932 9
139 668 5
480 53 8
473 717 4
552 351 4
620 623 6
254 578 6
318 230 8
753 555 2
232 770 1
244 436 6
939 719 9
118 923 7
961 48 3
591 34 5
67 9 10
95 390 3
580 546 6
971 226 9
801 468 8
586 139 8
864 506 3
466 759 6
697 989 2
261 941 2
179 669 10
953 356 4
929 148 1
716 459 7
769 292 7
897 344 1
817 351 3
509 992 7
543 431 5
436 578 9
584 399 1
131 433 2
273 596 5
956 298 9
769 691 9
331 892 8
789 415 4
812 69 9
406 776 8
995 759 5
464 714 5
160 389 2
573 430 4
248 89 1
372 384 2
559 743 8
227 495 5
755 223 7
518 664 1
870 82 8
559 539 8
632 992 2
57 883 4
902 869 6
251 127 1
567 689 6
444 596 9
671 227 10
768 78 9
680 960 1
87 1 5
984 559 6
921 67 9
121 513 2
760 572 1
979 81 5
462 777 1
313 484 10
230 883 6
442 785 3
397 156 1
122 956 4
964 180 7
450 708 3
28 921 5
96 425 10
371 167 5
424 567 3
814 567 1
734 202 4
113 50 8
24 604 10
26 475 10
290 590 2
372 828 4
168 832 5
936 718 7
124 141 4
945 574 1
719 266 4
743 653 9
641 755 1
927 86 1
460 589 2
950 785 9
419 411 6
184 951 5
596 586 2
426 86 10
177 962 5
660 769 1
767 704 6
193 25 3
300 444 9
78 17 9
29 350 1
26 649 6
758 447 7
220 557 5
280 373 5
129 35 3
506 623 1
247 30 9
204 488 2
920 32 4
707 160 9
51 87 6
162 807 6
495 925 1
167 15 10
313 834 1
349 231 9
776 320 6
19 153 4
138 381 8
483 263 7
793 382 8
153 961 8
250 776 7
346 715 8
476 872 10
885 875 5
371 48 7
609 143 6
758 862 9
288 996 10
202 546 1
199 611 2
842 250 2
982 978 3
738 55 2
337 353 9
360 96 2
998 166 8
212 967 3
31 492 4
329 478 3
126 726 7
302 622 8
598 208 9
616 593 7
250 97 7
391 421 2
686 295 7
672 711 7
591 798 2
475 757 9
297 951 4
392 536 6
800 259 4
820 127 9
445 672 3
897 703 3
524 435 2
851 798 10
259 298 9
159 757 4
566 553 5
406 910 2
762 983 10
393 993 5
415 561 4
297 774 6
650 981 1
471 465 6
769 646 8
666 209 8
969 351 1
434 500 1
40 784 10
180 463 6
248 170 9
929 442 4
215 551 1
526 294 1
443 21 1
139 634 5
246 64 4
415 179 8
309 305 9
449 530 10
175 234 2
539 484 7
372 11 1
327 463 8
165 291 4
798 271 6
554 547 3
508 305 7
318 692 2
822 349 1
931 400 3
252 464 5
469 834 3
152 333 7
534 550 5
970 541 2
981 862 4
998 965 2
596 145 10
330 254 5
395 167 1
623 143 2
300 61 6
747 405 10
549 215 4
635 569 10
157 155 8
770 880 6
640 576 3
333 412 4
416 226 3
313 551 2
598 211 5
992 781 4
858 540 1
71 132 1
711 708 1
406 161 6
610 762 3
893 959 9
489 680 6
814 340 10
899 363 8
35 555 3
896 999 8
980 10 2
167 731 3
732 42 8
749 163 2
487 753 10
864 701 9
898 497 4
741 965 1
336 853 4
471 925 9
416 224 4
135 427 3
508 16 7
312 819 1
319 189 8
705 280 5
98 54 3
888 895 6
642 819 1
356 751 4
201 723 8
370 714 10
955 474 5
710 107 9
150 637 5
737 741 6
264 881 3
38 829 9
929 53 10
653 944 7
735 879 4
808 286 3
74 10 9
782 404 10
911 964 10
122 433 9
375 571 9
565 660 6
331 237 8
498 611 10
966 496 9
19 702 4
451 772 5
356 549 3
290 446 8
617 947 8
170 23 8
397 718 5
208 877 4
141 989 2
230 523 10
345 610 8
58 150 5
594 878 1
619 808 6
99 389 8
811 364 5
145 533 1
372 205 5
774 227 6
967 373 9
130 764 5
837 90 7
696 430 7
615 359 2
186 143 1
704 485 6
298 474 9
777 685 8
706 76 6
886 201 5
678 405 7
155 777 1
957 933 8
541 119 9
617 531 1
434 890 5
203 531 9
132 112 5
267 785 6
208 937 7
672 519 8
164 210 5
598 892 3
40 545 9
760 777 8
738 166 6
99 796 6
740 743 9
515 294 9
34 499 4
658 456 1
132 91 4
228 220 5
5 718 5
943 48 1
614 54 2
30 19 8
175 74 3
946 848 9
153 205 4
914 748 8
809 5 7
691 433 8
331 209 2
530 717 4
488 460 2
692 947 9
81 558 7
727 585 4
71 115 5
998 355 2
864 255 9
435 767 2
270 849 10
890 251 5
984 412 9
182 544 1
452 875 9
398 869 7
392 952 1
269 555 2
252 299 2
763 54 1
378 813 7
366 183 1
190 952 2
265 729 3
425 19 4
439 235 4
327 887 3
807 805 3
368 493 6
883 606 5
249 701 10
61 342 2
400 4 5
415 610 9
922 869 6
314 451 3
639 583 6
13 902 5
735 473 3
583 670 1
459 633 1
583 190 1
708 676 2
649 211 2
122 755 10
162 830 8
858 411 4
853 2 4
676 879 5
984 831 2
886 210 8
476 649 6
953 413 10
871 956 8
333 504 3
635 845 8
794 804 3
701 356 7
365 863 1
561 195 10
220 204 3
579 149 8
995 883 10
557 419 5
121 429 7
495 19 10
134 556 3
952 891 1
101 651 9
873 444 6
797 864 6
62 736 5
343 101 5
132 878 10
480 766 5
190 947 2
701 523 4
414 667 1
405 340 3
517 237 3
654 837 4
825 408 5
133 662 1
300 201 8
681 436 7
879 450 6
891 775 1
250 974 10
933 18 6
411 977 7
35 800 1
471 951 6
922 972 8
904 260 4
180 444 6
633 695 1
789 222 3
830 774 8
965 293 4
672 237 3
500 3 9
597 775 4
712 719 3
750 941 9
79 898 7
993 899 7
127 945 8
462 186 5
192 444 1
426 604 4
653 427 2
343 456 2
709 383 9
720 183 3
96 820 5
486 568 1
566 823 4
231 814 2
123 91 8
222 53 10
597 249 7
331 708 1
572 200 7
865 657 10
236 844 9
65 77 3
417 458 3
827 377 2
154 581 10
310 630 3
369 455 2
526 994 9
447 709 6
52 906 1
863 952 7
423 19 5
228 804 1
696 812 6
943 424 3
380 717 7
214 511 5
692 658 2
871 876 10
720 40 5
31 296 9
897 117 2
944 740 7
453 911 9
160 527 7
77 970 2
560 236 8
71 524 5
38 540 3
373 505 6
417 539 10
165 693 1
997 876 3
919 631 5
810 598 8
547 246 1
764 909 7
602 369 9
926 10 10
970 130 6
744 465 3
996 224 3
134 635 1
807 172 8
704 721 10
224 805 8
983 643 10
167 183 9
38 941 6
637 26 6
403 507 10
918 322 1
140 544 5
991 727 10
721 621 3
795 873 8
417 775 1
12 371 3
823 314 5
583 417 2
410 623 9
438 38 6
546 917 10
181 216 1
81 886 3
791 389 5
818 173 4
321 238 10
208 343 8
199 228 7
726 199 1
346 189 9
144 585 9
978 433 1
38 724 1
493 562 1
908 11 3
105 917 6
654 218 9
736 576 4
563 630 8
317 345 2
112 83 9
903 736 5
693 175 4
97 629 9
462 9 5
379 656 5
495 197 7
682 764 7
167 874 6
787 290 8
371 478 8
727 504 6
761 730 8
657 104 10
211 597 4
900 55 8
38 640 8
759 898 10
509 805 10
57 317 3
667 568 5
204 360 8
137 535 7
114 193 1
66 848 3
403 991 3
306 443 7
122 388 5
529 958 8
843 882 4
556 260 2
164 483 1
626 664 5
149 819 8
353 699 2
750 370 2
781 990 8
607 843 7
136 894 10
984 954 2
677 755 7
566 222 2
749 785 7
480 720 6
343 880 3
546 251 8
182 503 6
32 647 8
702 467 6
597 52 4
27 444 8
218 347 3
623 366 10
592 555 7
191 83 2
75 693 9
185 974 6
610 933 4
317 833 5
598 604 9
644 936 10
711 681 4
266 783 6
108 599 2
758 658 7
882 28 6
401 624 6
684 890 3
505 773 2
928 948 5
248 822 6
563 349 10
329 940 3
811 529 6
441 453 9
118 137 5
887 872 6
992 285 7
727 624 5
845 801 7
866 208 8
320 637 4
721 414 5
987 844 4
601 477 9
599 913 7
574 428 1
912 850 1
8 717 10
889 576 2
695 646 1
108 590 1
273 233 3
611 884 8
434 894 7
703 171 7
796 3 3
787 257 10
53 402 6
787 978 6
867 8 6
826 178 3
158 434 6
514 726 6
753 346 7
308 843 8
249 217 5
871 197 10
754 733 2
379 53 2
326 18 4
593 269 7
997 102 4
369 396 10
598 158 10
453 409 9
770 701 5
164 636 6
205 545 7
103 353 7
549 822 4
722 392 4
66 394 9
762 241 9
424 348 5
32 473 4
287 609 1
683 96 10
396 87 10
521 227 8
912 31 8
771 241 4
399 473 5
643 866 10
329 140 4
123 125 2
797 979 5
831 804 10
984 248 7
95 454 4
90 637 9
721 274 3
376 392 1
131 928 9
866 52 3
722 345 8
891 680 8
922 841 10
266 748 2
874 224 2
226 301 5
784 857 6
879 724 2
221 117 1
213 524 3
27 483 4
905 913 2
595 799 9
645 474 6
146 50 3
839 439 5
124 255 6
408 676 9
456 634 9
708 365 5
324 229 8
384 473 10
914 90 2
525 798 2
213 230 6
695 594 2
972 130 9
218 574 5
356 2 2
178 811 3
185 701 9
696 551 8
172 919 1
530 326 4
268 681 8
700 545 8
362 629 5
11 629 9
20 120 8
537 136 3
151 742 7
728 473 7
378 153 1
220 315 1
176 376 10
459 245 6
604 302 8
479 271 8
759 486 1
625 156 3
914 924 5
448 750 4
146 581 2
929 902 9
647 870 7
561 889 5
456 72 10
785 4 10
925 269 5
707 449 8
784 969 1
905 630 7
827 812 1
699 740 3
629 685 6
68 946 2
407 309 5
521 858 4
85 573 1
178 922 8
78 198 5
173 701 3
611 494 6
558 93 6
871 434 9
506 655 5
961 669 2
441 181 10
145 305 7
469 754 5
332 12 8
924 280 8
54 888 8
889 106 7
648 333 3
459 932 6
296 300 1
933 563 8
612 409 2
501 144 9
727 963 6
598 994 6
197 405 7
32 952 6
602 479 10
976 619 10
878 342 8
623 971 9
238 358 2
586 626 2
993 67 6
274 699 6
952 557 1
834 409 3
45 76 6
893 442 10
126 774 7
387 135 4
589 258 1
870 223 9
490 247 10
663 184 2
606 445 10
372 194 8
948 685 6
52 757 4
268 212 10
277 186 4
181 32 10
331 930 2
795 632 3
332 165 9
184 309 6
556 31 5
391 664 5
469 636 8
889 546 5
405 101 7
751 303 2
614 198 8
348 499 8
724 820 2
41 345 2
985 754 6
688 676 6
993 986 5
564 193 2
994 977 1
292 22 10
954 191 4
235 751 8
990 948 6
963 271 4
476 126 5
75 569 9
433 774 5
259 246 8
56 871 10
151 621 3
640 787 8
571 166 4
275 806 7
107 504 6
4 399 8
756 844 7
558 312 9
794 509 7
956 31 10
464 862 2
481 378 10
275 606 4
573 213 5
33 740 4
832 367 6
812 610 7
307 953 8
922 354 2
500 336 2
393 194 7
934 473 5
863 327 4
317 877 8
873 527 10
531 945 7
609 145 5
8 640 1
939 479 5
757 752 2
823 780 4
431 881 6
613 994 4
834 175 4
686 174 1
11 852 9
680 594 6
941 75 9
687 59 1
